maintenance_id,service_id,equipment_id,equipment_type,equipment_model_class,site_id,maintenance_date,maintenance_type,priority,operating_hours,component,failure_mode,reported_symptom,probable_cause,work_performed,parts_materials,technician_id,labor_hours,downtime_hours,material_cost,labor_cost,total_cost,status
MR-00798,SR-00798,EQ-0013,Hydraulic Excavator,35T Class Excavator,SITE-04,2022-07-22,Preventive,Medium,5409,Hydraulic Tank,External leakage,visible oil leak near hydraulic line,air entering suction line,inspected hydraulic circuit and isolated the affected component,Accumulator charging kit,TECH-0498,2.59,10.79,41409.36,1983.63,43392.99,Completed
MR-00799,SR-00799,EQ-0237,Hydraulic Excavator,45T Class Excavator,SITE-04,2023-10-24,Corrective,Critical,3925,Main Control Valve,Pump wear,hydraulic oil appears contaminated,sticking spool valve,checked accumulator pre-charge and restored it to service specification,Hydraulic oil,TECH-0297,13.5,4.71,18245.3,8380.94,26626.24,Completed
MR-00800,SR-00800,EQ-0202,Crawler Dozer,25T Class Dozer,SITE-08,2026-01-12,Inspection,Low,5513,Hydraulic Hose,Overheating,bucket will not open normally,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0400,15.13,4.93,51112.54,13585.42,64697.96,Closed
MR-00801,SR-00801,EQ-0234,Hydraulic Excavator,45T Class Excavator,SITE-02,2026-08-02,Corrective,High,16746,Boom Cylinder,Restricted flow,swing movement is slow,blocked cooler core,checked pressure and flow at operating temperature,Hydraulic line fittings,TECH-0360,10.99,3.36,7570.97,8508.92,16079.89,Completed
MR-00802,SR-00802,EQ-0068,Motor Grader,14M Class Grader,SITE-05,2024-03-29,Inspection,Medium,5308,Hydraulic Line,Pump wear,pilot pressure below expected range,damaged cylinder seal,checked accumulator pre-charge and restored it to service specification,Cylinder seal kit,TECH-0797,4.81,2.68,58447.71,2886.74,61334.45,Completed
MR-00803,SR-00803,EQ-0114,Motor Grader,16M Class Grader,SITE-02,2023-04-23,Corrective,High,18377,Accumulator,Hose failure,travel function loses power on incline,low pilot supply pressure,inspected hydraulic circuit and isolated the affected component,Hydraulic hose,TECH-0224,12.71,3.8,36608.13,13464.07,50072.2,Completed
MR-00804,SR-00804,EQ-0201,Hydraulic Excavator,45T Class Excavator,SITE-07,2025-06-13,Corrective,High,11138,Hydraulic Cooler,Pump wear,bucket cylinder leaking externally,degraded hydraulic fluid,replaced damaged hose and pressure-tested the circuit,Hydraulic hose,TECH-0214,10.35,3.87,51143.66,4678.22,55821.88,Completed - Monitor
MR-00805,SR-00805,EQ-0173,Hydraulic Excavator,20T Class Excavator,SITE-06,2023-10-09,Corrective,High,13437,Boom Cylinder,Low pilot pressure,arm movement slow after hydraulic oil warms,degraded hydraulic fluid,cleaned cooler and verified hydraulic oil temperature,Valve O-rings,TECH-0760,15.67,2.26,15101.88,7349.49,22451.37,Completed
MR-00806,SR-00806,EQ-0074,Hydraulic Excavator,45T Class Excavator,SITE-03,2022-06-27,Preventive,High,15702,Hydraulic Pump,Valve sticking,hydraulic oil temperature rises during continuous operation,restricted hydraulic line,checked pump output and inspected for internal leakage,Cooler gasket set,TECH-0137,15.31,6.04,44140.4,9249.74,53390.14,Completed
MR-00807,SR-00807,EQ-0153,Motor Grader,16M Class Grader,SITE-04,2022-06-08,Corrective,Low,13749,Hydraulic Pump,Pump wear,hydraulic flow is low at operating temperature,air entering suction line,replaced damaged seal kit and performed leak test,Cooler gasket set,TECH-0841,2.41,2.8,16651.53,1972.85,18624.38,Completed
MR-00808,SR-00808,EQ-0002,Wheel Loader,20T Class Wheel Loader,SITE-01,2024-05-20,Preventive,High,6075,Hydraulic Hose,Cylinder seal wear,hydraulic oil appears contaminated,low pilot supply pressure,replaced damaged seal kit and performed leak test,Pilot filter,TECH-0451,14.8,2.5,28485.02,12245.13,40730.15,Completed
MR-00809,SR-00809,EQ-0076,Motor Grader,14M Class Grader,SITE-01,2023-01-15,Corrective,Medium,11470,Swing Motor,Low pilot pressure,pilot pressure below expected range,restricted return filter,replaced damaged hose and pressure-tested the circuit,Hydraulic filter,TECH-0739,7.73,9.94,48954.24,4933.45,53887.69,Completed
MR-00810,SR-00810,EQ-0166,Hydraulic Excavator,20T Class Excavator,SITE-04,2025-12-20,Preventive,Low,15966,Main Control Valve,Filter blockage,bucket cylinder leaking externally,contaminated hydraulic oil,inspected hydraulic circuit and isolated the affected component,Hydraulic line fittings,TECH-0830,4.76,3.7,25963.84,4871.58,30835.42,Completed - Monitor
MR-00811,SR-00811,EQ-0216,Backhoe Loader,4WD Backhoe Loader,SITE-01,2023-07-20,Corrective,High,3266,Hydraulic Line,Overheating,swing movement is slow,sticking spool valve,checked pressure and flow at operating temperature,Hydraulic hose,TECH-0922,13.27,2.79,40850.81,9728.88,50579.69,Completed
MR-00812,SR-00812,EQ-0039,Hydraulic Excavator,30T Class Excavator,SITE-07,2024-09-14,Corrective,Critical,2234,Main Control Valve,Pump wear,bucket will not open normally,air entering suction line,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0652,0.76,0.92,64762.83,701.68,65464.51,Completed
MR-00813,SR-00813,EQ-0061,Backhoe Loader,4WD Backhoe Loader,SITE-08,2023-10-18,Condition-Based,High,10502,Hydraulic Tank,Restricted flow,hydraulic response is jerky,internal cylinder leakage,inspected suction line for air ingress and corrected the connection,Return filter element,TECH-0785,6.78,0.25,42084.81,4967.61,47052.42,Completed - Monitor
MR-00814,SR-00814,EQ-0196,Wheel Loader,20T Class Wheel Loader,SITE-02,2022-12-06,Condition-Based,Low,13101,Bucket Cylinder,Cylinder seal wear,boom movement slow under load,high oil temperature,checked pump output and inspected for internal leakage,Pilot filter,TECH-0394,12.69,6.32,55148.24,13650.62,68798.86,Completed
MR-00815,SR-00815,EQ-0237,Hydraulic Excavator,45T Class Excavator,SITE-04,2024-04-20,Preventive,High,14425,Boom Cylinder,Low pilot pressure,hydraulic response is jerky,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",No replacement part,TECH-0867,11.17,2.74,31459.9,7850.26,39310.16,Closed
MR-00816,SR-00816,EQ-0188,Hydraulic Excavator,45T Class Excavator,SITE-07,2022-03-10,Condition-Based,High,13229,Travel Motor,External leakage,hydraulic response is jerky,air entering suction line,checked pump output and inspected for internal leakage,Hydraulic hose,TECH-0950,5.49,5.52,8516.68,4125.6,12642.28,Completed
MR-00817,SR-00817,EQ-0139,Hydraulic Excavator,20T Class Excavator,SITE-02,2023-03-27,Preventive,Critical,10797,Hydraulic Pump,External leakage,arm movement slow after hydraulic oil warms,internal cylinder leakage,replaced restricted hydraulic filter and checked contamination source,Valve O-rings,TECH-0420,9.06,7.83,53536.1,5129.09,58665.19,Completed
MR-00818,SR-00818,EQ-0193,Backhoe Loader,4WD Backhoe Loader,SITE-05,2025-03-01,Corrective,Medium,6336,Hydraulic Filter,Internal leakage,pilot pressure below expected range,blocked cooler core,replaced restricted hydraulic filter and checked contamination source,Cooler gasket set,TECH-0038,13.96,6.98,59401.47,14923.23,74324.7,Completed
MR-00819,SR-00819,EQ-0180,Hydraulic Excavator,35T Class Excavator,SITE-02,2023-03-30,Condition-Based,Medium,16167,Hydraulic Tank,Oil contamination,filter restriction indicator activated,degraded hydraulic fluid,replaced restricted hydraulic filter and checked contamination source,Pump seal kit,TECH-0634,12.37,3.5,39948.16,7326.05,47274.21,Completed
MR-00820,SR-00820,EQ-0037,Hydraulic Excavator,30T Class Excavator,SITE-08,2023-03-24,Corrective,Critical,3689,Hydraulic Hose,Cooler restriction,arm movement slow after hydraulic oil warms,damaged hydraulic hose,inspected valve spool movement and cleaned the valve assembly,Return filter element,TECH-0922,1.58,2.58,11597.67,1295.59,12893.26,Closed
MR-00821,SR-00821,EQ-0209,Motor Grader,14M Class Grader,SITE-04,2023-10-11,Corrective,Low,17948,Boom Cylinder,Filter blockage,boom movement slow under load,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic line fittings,TECH-0709,4.46,9.41,44275.37,2878.12,47153.49,Completed
MR-00822,SR-00822,EQ-0105,Hydraulic Excavator,30T Class Excavator,SITE-03,2024-05-01,Corrective,Medium,17446,Bucket Cylinder,Filter blockage,travel function loses power on incline,restricted hydraulic line,checked pump output and inspected for internal leakage,Hydraulic oil,TECH-0661,15.92,0.25,20667.78,16172.73,36840.51,Completed
MR-00823,SR-00823,EQ-0109,Backhoe Loader,4WD Backhoe Loader,SITE-06,2025-02-01,Corrective,Critical,2800,Swing Motor,Valve sticking,reduced digging force,internal cylinder leakage,inspected suction line for air ingress and corrected the connection,Hydraulic oil,TECH-0906,13.49,7.06,57118.99,14106.3,71225.29,Completed
MR-00824,SR-00824,EQ-0236,Wheel Loader,20T Class Wheel Loader,SITE-07,2022-12-12,Preventive,Medium,17610,Hydraulic Hose,Accumulator pressure loss,filter restriction indicator activated,contaminated hydraulic oil,replaced damaged hose and pressure-tested the circuit,No replacement part,TECH-0061,13.75,0.51,16301.46,6253.1,22554.56,Completed
MR-00825,SR-00825,EQ-0198,Hydraulic Excavator,30T Class Excavator,SITE-03,2022-09-01,Inspection,High,13620,Hydraulic Hose,Overheating,hydraulic oil temperature rises during continuous operation,worn pump components,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0196,10.24,3.97,17296.81,10004.25,27301.06,Completed
MR-00826,SR-00826,EQ-0226,Hydraulic Excavator,30T Class Excavator,SITE-08,2024-09-03,Corrective,High,11321,Swing Motor,Restricted flow,reduced digging force,damaged cylinder seal,inspected hydraulic circuit and isolated the affected component,Pump seal kit,TECH-0349,3.31,4.48,38734.88,2597.29,41332.17,Completed
MR-00827,SR-00827,EQ-0048,Hydraulic Excavator,30T Class Excavator,SITE-08,2026-05-11,Corrective,Low,15230,Bucket Cylinder,Hose failure,hydraulic flow is low at operating temperature,restricted return filter,replaced damaged seal kit and performed leak test,Hydraulic hose,TECH-0061,1.23,2.4,50887.0,558.94,51445.94,Completed
MR-00828,SR-00828,EQ-0142,Hydraulic Excavator,45T Class Excavator,SITE-05,2026-08-03,Inspection,High,18265,Arm Cylinder,Internal leakage,pump noise increases during operation,restricted hydraulic line,checked accumulator pre-charge and restored it to service specification,Hydraulic line fittings,TECH-0460,2.45,6.56,40867.03,1197.81,42064.84,Completed
MR-00829,SR-00829,EQ-0216,Backhoe Loader,4WD Backhoe Loader,SITE-01,2026-03-09,Corrective,Medium,9299,Hydraulic Tank,Filter blockage,pilot pressure below expected range,sticking spool valve,cleaned cooler and verified hydraulic oil temperature,Cooler gasket set,TECH-0199,1.33,10.99,19525.48,846.91,20372.39,Completed
MR-00830,SR-00830,EQ-0110,Hydraulic Excavator,45T Class Excavator,SITE-06,2026-07-31,Condition-Based,Medium,13514,Hydraulic Tank,Low pilot pressure,pilot pressure below expected range,internal cylinder leakage,tested pilot pressure and inspected pilot circuit,Accumulator charging kit,TECH-0832,15.28,3.71,14007.56,8764.27,22771.83,Completed
MR-00831,SR-00831,EQ-0122,Hydraulic Excavator,30T Class Excavator,SITE-06,2026-07-10,Corrective,Medium,12412,Accumulator,Filter blockage,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,replaced damaged hose and pressure-tested the circuit,No replacement part,TECH-0339,11.66,6.93,6580.19,5262.07,11842.26,Completed
MR-00832,SR-00832,EQ-0225,Motor Grader,16M Class Grader,SITE-06,2024-03-11,Corrective,High,12002,Swing Motor,Line restriction,filter restriction indicator activated,low pilot supply pressure,inspected suction line for air ingress and corrected the connection,Hydraulic hose,TECH-0491,13.91,0.25,44870.48,8645.09,53515.57,Completed
MR-00833,SR-00833,EQ-0085,Hydraulic Excavator,35T Class Excavator,SITE-02,2022-02-04,Corrective,Low,6498,Accumulator,Pump wear,bucket will not open normally,high oil temperature,replaced damaged hose and pressure-tested the circuit,Hydraulic oil,TECH-0036,9.51,4.67,43909.62,8640.44,52550.06,Completed
MR-00834,SR-00834,EQ-0028,Hydraulic Excavator,30T Class Excavator,SITE-07,2022-12-22,Corrective,Critical,12996,Fuel System,Overheating,pilot pressure below expected range,high oil temperature,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0723,1.39,4.69,20246.06,1439.93,21685.99,Completed
MR-00835,SR-00835,EQ-0166,Hydraulic Excavator,20T Class Excavator,SITE-04,2024-03-17,Corrective,High,5341,Hydraulic Cooler,Hose failure,bucket will not open normally,restricted hydraulic line,checked pressure and flow at operating temperature,Hydraulic oil,TECH-0613,7.05,8.7,30899.45,5114.98,36014.43,Completed
MR-00836,SR-00836,EQ-0154,Wheel Loader,25T Class Wheel Loader,SITE-05,2023-04-21,Preventive,Low,12153,Hydraulic Line,Filter blockage,pilot pressure below expected range,damaged hydraulic hose,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,TECH-0088,3.69,0.25,41388.96,1813.2,43202.16,Completed
MR-00837,SR-00837,EQ-0060,Motor Grader,14M Class Grader,SITE-08,2023-03-24,Corrective,High,3877,Travel Motor,Filter blockage,pilot pressure below expected range,internal cylinder leakage,checked pressure and flow at operating temperature,Pump seal kit,TECH-0817,4.69,0.25,59410.09,5042.23,64452.32,Completed
MR-00838,SR-00838,EQ-0193,Backhoe Loader,4WD Backhoe Loader,SITE-05,2025-01-25,Corrective,Low,10915,Hydraulic Filter,Valve sticking,bucket will not open normally,high oil temperature,inspected valve spool movement and cleaned the valve assembly,Hydraulic line fittings,TECH-0492,4.09,5.55,62212.38,3515.9,65728.28,Completed
MR-00839,SR-00839,EQ-0217,Wheel Loader,25T Class Wheel Loader,SITE-01,2024-07-28,Corrective,Medium,12427,Main Control Valve,Filter blockage,swing movement is slow,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic line fittings,TECH-0340,10.53,7.79,17952.5,9903.72,27856.22,Completed
MR-00840,SR-00840,EQ-0051,Backhoe Loader,4WD Backhoe Loader,SITE-08,2023-03-08,Preventive,Medium,14530,Hydraulic Filter,Restricted flow,visible oil leak near hydraulic line,contaminated hydraulic oil,checked pressure and flow at operating temperature,Hydraulic oil,TECH-0955,9.43,8.78,27604.84,9729.68,37334.52,Completed
MR-00841,SR-00841,EQ-0054,Crawler Dozer,25T Class Dozer,SITE-01,2024-03-21,Preventive,Low,6852,Pilot Valve,Restricted flow,hydraulic oil temperature rises during continuous operation,damaged cylinder seal,replaced damaged hose and pressure-tested the circuit,Pilot filter,TECH-0012,5.24,2.34,11235.08,5243.06,16478.14,Completed - Monitor
MR-00842,SR-00842,EQ-0064,Hydraulic Excavator,20T Class Excavator,SITE-08,2025-06-17,Corrective,Medium,1883,Pilot Valve,Accumulator pressure loss,hydraulic oil temperature rises during continuous operation,internal cylinder leakage,checked accumulator pre-charge and restored it to service specification,No replacement part,TECH-0505,1.94,0.25,11707.45,1757.32,13464.77,Completed
MR-00843,SR-00843,EQ-0062,Hydraulic Excavator,20T Class Excavator,SITE-07,2024-12-02,Corrective,High,13106,Hydraulic Filter,Cylinder seal wear,bucket will not open normally,restricted hydraulic line,inspected suction line for air ingress and corrected the connection,Accumulator charging kit,TECH-0542,2.64,7.5,25139.95,2847.97,27987.92,Completed
MR-00844,SR-00844,EQ-0169,Hydraulic Excavator,30T Class Excavator,SITE-07,2026-05-24,Condition-Based,Medium,9509,Main Control Valve,External leakage,hydraulic oil temperature rises during continuous operation,damaged hydraulic hose,"drained contaminated oil, flushed circuit and refilled with filtered oil",No replacement part,TECH-0593,5.15,1.61,63610.79,2941.55,66552.34,Completed
MR-00845,SR-00845,EQ-0065,Hydraulic Excavator,20T Class Excavator,SITE-07,2023-05-11,Inspection,Critical,10197,Engine Cooling System,Cylinder seal wear,swing movement is slow,sticking spool valve,tested pilot pressure and inspected pilot circuit,Hydraulic line fittings,TECH-0938,5.69,3.86,64774.31,6174.88,70949.19,Completed
MR-00846,SR-00846,EQ-0086,Crawler Dozer,35T Class Dozer,SITE-07,2024-12-16,Condition-Based,Medium,12308,Accumulator,Filter blockage,filter restriction indicator activated,low pilot supply pressure,checked pump output and inspected for internal leakage,Cooler gasket set,TECH-0218,3.8,8.5,48758.44,3938.68,52697.12,Completed
MR-00847,SR-00847,EQ-0159,Hydraulic Excavator,20T Class Excavator,SITE-03,2022-07-26,Condition-Based,Medium,11266,Hydraulic Tank,Overheating,hydraulic flow is low at operating temperature,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0876,6.69,0.25,50960.53,4054.67,55015.2,Completed
MR-00848,SR-00848,EQ-0229,Wheel Loader,25T Class Wheel Loader,SITE-03,2023-05-31,Corrective,Medium,10652,Arm Cylinder,Hose failure,visible oil leak near hydraulic line,air entering suction line,checked pressure and flow at operating temperature,Accumulator charging kit,TECH-0269,5.46,5.93,18790.3,2964.76,21755.06,Completed
MR-00849,SR-00849,EQ-0086,Crawler Dozer,35T Class Dozer,SITE-07,2024-10-25,Corrective,Low,7140,Engine Cooling System,Pump wear,hydraulic response is jerky,internal cylinder leakage,checked pressure and flow at operating temperature,Accumulator charging kit,TECH-0473,6.77,0.94,13576.9,5429.61,19006.51,Follow-up Required
MR-00850,SR-00850,EQ-0051,Backhoe Loader,4WD Backhoe Loader,SITE-08,2023-02-14,Inspection,Medium,3137,Pilot Valve,Restricted flow,boom movement slow under load,degraded hydraulic fluid,tested pilot pressure and inspected pilot circuit,Accumulator charging kit,TECH-0471,14.92,5.62,61005.09,7428.66,68433.75,Closed
MR-00851,SR-00851,EQ-0042,Hydraulic Excavator,45T Class Excavator,SITE-01,2024-11-15,Preventive,Critical,10492,Bucket Cylinder,Cylinder seal wear,hydraulic response is jerky,restricted hydraulic line,tested pilot pressure and inspected pilot circuit,Pilot filter,TECH-0036,2.15,4.31,46822.81,2339.79,49162.6,Completed
MR-00852,SR-00852,EQ-0085,Hydraulic Excavator,35T Class Excavator,SITE-02,2023-07-28,Corrective,High,13805,Engine Cooling System,Oil contamination,filter restriction indicator activated,degraded hydraulic fluid,checked pressure and flow at operating temperature,Pilot filter,TECH-0384,5.87,4.83,53743.04,4832.41,58575.45,Completed
MR-00853,SR-00853,EQ-0025,Backhoe Loader,4WD Backhoe Loader,SITE-02,2022-03-05,Condition-Based,High,18068,Hydraulic Hose,External leakage,hydraulic oil temperature rises during continuous operation,restricted return filter,inspected hydraulic circuit and isolated the affected component,Hydraulic filter,TECH-0953,15.33,8.07,42055.63,13555.81,55611.44,Completed
MR-00854,SR-00854,EQ-0054,Crawler Dozer,25T Class Dozer,SITE-01,2022-10-08,Corrective,High,17946,Travel Motor,Valve sticking,hydraulic oil appears contaminated,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0806,5.88,2.11,33680.65,5268.76,38949.41,Completed
MR-00855,SR-00855,EQ-0105,Hydraulic Excavator,30T Class Excavator,SITE-03,2026-06-13,Corrective,Low,5213,Swing Motor,Cylinder seal wear,hydraulic response is jerky,restricted hydraulic line,inspected valve spool movement and cleaned the valve assembly,Valve O-rings,TECH-0779,13.87,3.21,34317.05,13878.81,48195.86,Completed
MR-00856,SR-00856,EQ-0178,Crawler Dozer,35T Class Dozer,SITE-04,2023-12-07,Preventive,Medium,5063,Hydraulic Pump,Internal leakage,bucket will not open normally,internal cylinder leakage,replaced damaged hose and pressure-tested the circuit,Pilot filter,TECH-0993,7.47,8.43,23579.52,5807.65,29387.17,Completed
MR-00857,SR-00857,EQ-0109,Backhoe Loader,4WD Backhoe Loader,SITE-06,2023-08-07,Condition-Based,Medium,16069,Main Control Valve,Pump wear,boom movement slow under load,restricted hydraulic line,inspected suction line for air ingress and corrected the connection,No replacement part,TECH-0399,5.77,0.25,10295.66,5195.62,15491.28,Completed
MR-00858,SR-00858,EQ-0121,Motor Grader,16M Class Grader,SITE-01,2023-11-18,Corrective,Medium,1849,Main Control Valve,Pump wear,filter restriction indicator activated,restricted hydraulic line,tested pilot pressure and inspected pilot circuit,Hydraulic oil,TECH-0418,2.31,2.12,6987.27,1583.09,8570.36,Completed
MR-00859,SR-00859,EQ-0174,Backhoe Loader,Heavy-Duty Backhoe Loader,SITE-07,2023-04-27,Inspection,Low,2427,Engine Cooling System,Cylinder seal wear,bucket cylinder leaking externally,sticking spool valve,checked accumulator pre-charge and restored it to service specification,Cooler gasket set,TECH-0142,14.46,5.56,43384.59,15758.02,59142.61,Closed
MR-00860,SR-00860,EQ-0001,Crawler Dozer,35T Class Dozer,SITE-04,2025-02-25,Corrective,Low,9051,Hydraulic Cooler,Cylinder seal wear,visible oil leak near hydraulic line,damaged hydraulic hose,tested pilot pressure and inspected pilot circuit,Pilot filter,TECH-0689,6.02,1.73,9931.48,6571.69,16503.17,Completed
MR-00861,SR-00861,EQ-0171,Hydraulic Excavator,45T Class Excavator,SITE-07,2023-09-19,Corrective,Critical,17991,Pilot Valve,Pump wear,hydraulic oil appears contaminated,restricted hydraulic line,checked pressure and flow at operating temperature,Accumulator charging kit,TECH-0067,3.25,6.14,21819.56,3057.6,24877.16,Completed - Monitor
MR-00862,SR-00862,EQ-0004,Hydraulic Excavator,35T Class Excavator,SITE-03,2022-07-20,Corrective,Low,6315,Hydraulic Pump,Restricted flow,travel function loses power on incline,internal cylinder leakage,replaced restricted hydraulic filter and checked contamination source,Return filter element,TECH-0348,14.98,6.6,36796.95,11370.91,48167.86,Completed
MR-00863,SR-00863,EQ-0213,Wheel Loader,25T Class Wheel Loader,SITE-06,2022-12-17,Preventive,Medium,2859,Fuel System,Oil contamination,hydraulic flow is low at operating temperature,sticking spool valve,checked accumulator pre-charge and restored it to service specification,Pump seal kit,TECH-0908,7.1,5.83,55613.3,4738.77,60352.07,Follow-up Required
MR-00864,SR-00864,EQ-0182,Motor Grader,16M Class Grader,SITE-02,2022-06-21,Corrective,High,4814,Bucket Cylinder,Restricted flow,hydraulic flow is low at operating temperature,blocked cooler core,inspected hydraulic circuit and isolated the affected component,Pilot filter,TECH-0060,12.17,12.41,393.61,5906.93,6300.54,Completed
MR-00865,SR-00865,EQ-0134,Hydraulic Excavator,20T Class Excavator,SITE-03,2025-08-28,Preventive,High,2607,Travel Motor,Hose failure,bucket cylinder leaking externally,internal cylinder leakage,inspected suction line for air ingress and corrected the connection,Hydraulic filter,TECH-0007,14.83,0.25,25974.45,14977.69,40952.14,Closed
MR-00866,SR-00866,EQ-0200,Wheel Loader,25T Class Wheel Loader,SITE-08,2023-09-22,Corrective,Medium,8887,Swing Motor,Oil contamination,reduced digging force,blocked cooler core,checked accumulator pre-charge and restored it to service specification,Pump seal kit,TECH-0088,12.4,5.45,11515.67,10122.68,21638.35,Completed
MR-00867,SR-00867,EQ-0020,Wheel Loader,20T Class Wheel Loader,SITE-02,2023-02-01,Preventive,High,14230,Boom Cylinder,Valve sticking,swing movement is slow,low pilot supply pressure,"drained contaminated oil, flushed circuit and refilled with filtered oil",No replacement part,TECH-0660,2.88,3.89,7578.35,2849.54,10427.89,Completed
MR-00868,SR-00868,EQ-0164,Wheel Loader,25T Class Wheel Loader,SITE-06,2024-09-17,Corrective,High,2744,Pilot Valve,Air ingress,filter restriction indicator activated,loss of accumulator pre-charge,replaced damaged hose and pressure-tested the circuit,Hydraulic filter,TECH-0089,8.95,1.79,19445.39,4846.32,24291.71,Closed
MR-00869,SR-00869,EQ-0231,Hydraulic Excavator,30T Class Excavator,SITE-08,2023-11-11,Preventive,High,2238,Arm Cylinder,Overheating,bucket cylinder leaking externally,low pilot supply pressure,replaced damaged hose and pressure-tested the circuit,Hydraulic hose,TECH-0787,14.74,4.37,26119.02,16094.16,42213.18,Completed - Monitor
MR-00870,SR-00870,EQ-0227,Hydraulic Excavator,20T Class Excavator,SITE-03,2026-02-03,Inspection,High,4243,Swing Motor,Air ingress,hydraulic oil temperature rises during continuous operation,restricted return filter,checked accumulator pre-charge and restored it to service specification,Hydraulic line fittings,TECH-0511,6.95,9.49,53988.45,6045.83,60034.28,Completed
MR-00871,SR-00871,EQ-0239,Crawler Dozer,25T Class Dozer,SITE-02,2024-07-18,Inspection,Medium,12331,Pilot Valve,Overheating,visible oil leak near hydraulic line,high oil temperature,inspected hydraulic circuit and isolated the affected component,Pilot filter,TECH-0455,11.83,1.93,13062.62,9454.82,22517.44,Completed
MR-00872,SR-00872,EQ-0116,Crawler Dozer,35T Class Dozer,SITE-08,2022-07-26,Inspection,Medium,8071,Pilot Valve,Filter blockage,bucket cylinder leaking externally,loss of accumulator pre-charge,inspected hydraulic circuit and isolated the affected component,Pump seal kit,TECH-0137,12.76,0.78,17482.23,12787.27,30269.5,Completed
MR-00873,SR-00873,EQ-0093,Hydraulic Excavator,45T Class Excavator,SITE-05,2023-03-04,Preventive,Low,14802,Boom Cylinder,External leakage,visible oil leak near hydraulic line,sticking spool valve,tested pilot pressure and inspected pilot circuit,Hydraulic line fittings,TECH-0776,2.67,1.78,11952.82,1394.93,13347.75,Closed
MR-00874,SR-00874,EQ-0129,Hydraulic Excavator,35T Class Excavator,SITE-08,2025-11-18,Inspection,High,7845,Hydraulic Pump,Oil contamination,visible oil leak near hydraulic line,loss of accumulator pre-charge,cleaned cooler and verified hydraulic oil temperature,No replacement part,TECH-0691,10.36,4.41,5243.55,5111.96,10355.51,Completed
MR-00875,SR-00875,EQ-0095,Hydraulic Excavator,20T Class Excavator,SITE-02,2024-02-01,Corrective,Critical,11714,Boom Cylinder,Restricted flow,hydraulic oil temperature rises during continuous operation,degraded hydraulic fluid,inspected valve spool movement and cleaned the valve assembly,Accumulator charging kit,TECH-1000,3.95,7.87,59247.61,2329.61,61577.22,Completed
MR-00876,SR-00876,EQ-0116,Crawler Dozer,35T Class Dozer,SITE-08,2024-10-07,Corrective,Medium,12078,Fuel System,Accumulator pressure loss,hydraulic response is jerky,degraded hydraulic fluid,checked accumulator pre-charge and restored it to service specification,Cooler gasket set,TECH-0529,12.64,6.76,59086.44,12418.37,71504.81,Completed
MR-00877,SR-00877,EQ-0094,Backhoe Loader,Heavy-Duty Backhoe Loader,SITE-01,2022-06-27,Corrective,Low,10274,Fuel System,External leakage,hydraulic response is jerky,contaminated hydraulic oil,replaced damaged hose and pressure-tested the circuit,Pump seal kit,TECH-0809,3.11,2.71,4030.97,2173.82,6204.79,Completed - Monitor
MR-00878,SR-00878,EQ-0059,Hydraulic Excavator,35T Class Excavator,SITE-01,2023-02-23,Corrective,High,7054,Fuel System,Air ingress,visible oil leak near hydraulic line,restricted return filter,inspected suction line for air ingress and corrected the connection,Hydraulic hose,TECH-0602,1.59,3.65,5896.57,905.29,6801.86,Follow-up Required
MR-00879,SR-00879,EQ-0218,Backhoe Loader,Heavy-Duty Backhoe Loader,SITE-06,2023-06-25,Corrective,High,2688,Swing Motor,Filter blockage,hydraulic flow is low at operating temperature,high oil temperature,checked accumulator pre-charge and restored it to service specification,Hydraulic hose,TECH-0020,15.48,5.72,42761.63,8245.04,51006.67,Completed
MR-00880,SR-00880,EQ-0163,Hydraulic Excavator,20T Class Excavator,SITE-02,2024-02-20,Preventive,High,8745,Fuel System,Internal leakage,swing movement is slow,damaged cylinder seal,inspected valve spool movement and cleaned the valve assembly,Hydraulic line fittings,TECH-0655,8.21,1.53,62110.26,3858.42,65968.68,Completed
MR-00881,SR-00881,EQ-0014,Wheel Loader,25T Class Wheel Loader,SITE-04,2022-12-21,Condition-Based,Low,3840,Pilot Valve,Restricted flow,hydraulic flow is low at operating temperature,restricted hydraulic line,checked pressure and flow at operating temperature,Return filter element,TECH-0823,8.94,10.02,39415.42,4238.16,43653.58,Completed
MR-00882,SR-00882,EQ-0220,Hydraulic Excavator,35T Class Excavator,SITE-05,2022-01-24,Corrective,Medium,11013,Hydraulic Line,Overheating,filter restriction indicator activated,sticking spool valve,cleaned cooler and verified hydraulic oil temperature,Return filter element,TECH-0245,11.4,6.21,58941.04,7304.73,66245.77,Closed
