technician_id,role,specialization,primary_certification,skill_level,experience_years,shift,employment_type,region,workshop_or_field,active_status
TECH-0689,Field Service Technician,Electrical,Hydraulic Systems Level 1,Senior,9,Day,Contract,South India,Field,On Rotation
TECH-0690,Field Service Technician,General Maintenance,OEM-Equivalent Service Training,Lead,18,Evening,Permanent,North India,Field,Active
TECH-0691,Senior Technician,General Maintenance,Hydraulic Systems Level 2,Lead,17,Day,Contract,Central India,Field,Active
TECH-0692,Hydraulic Technician,Hydraulics,Hydraulic Systems Level 2,Senior,12,Evening,Permanent,West India,Field,Active
TECH-0693,Workshop Technician,Heavy Equipment,Industrial Safety,Senior,11,Evening,Permanent,North India,Field,Active
TECH-0694,Maintenance Technician,Heavy Equipment,OEM-Equivalent Service Training,Intermediate,7,Day,Permanent,North India,Field,Active
TECH-0695,Diagnostic Technician,General Maintenance,Industrial Safety,Lead,15,Day,Contract,Central India,Workshop,Active
TECH-0696,Hydraulic Technician,Hydraulics,Heavy Equipment Maintenance,Intermediate,7,Evening,Permanent,North India,Field,Active
TECH-0697,Hydraulic Technician,Heavy Equipment,OEM-Equivalent Service Training,Junior,2,Night,Contract,North India,Field,Active
TECH-0698,Hydraulic Technician,General Maintenance,Hydraulic Systems Level 1,Lead,18,Night,Permanent,West India,Field,On Rotation
TECH-0699,Workshop Technician,Hydraulics,Industrial Safety,Intermediate,5,Day,Permanent,South India,Workshop,Active
TECH-0700,Hydraulic Technician,Electrical,Heavy Equipment Maintenance,Lead,18,Night,Contract,East India,Field,On Rotation
TECH-0701,Maintenance Technician,Hydraulics,Industrial Safety,Lead,20,Day,Service Partner,North India,Field,Active
TECH-0702,Hydraulic Technician,Heavy Equipment,Hydraulic Systems Level 2,Lead,17,Night,Permanent,East India,Field,On Rotation
TECH-0703,Workshop Technician,Hydraulics,Heavy Equipment Maintenance,Senior,14,Evening,Permanent,North India,Workshop,Active
TECH-0704,Senior Technician,Hydraulics,Heavy Equipment Maintenance,Lead,20,Night,Permanent,West India,Workshop,Active
TECH-0705,Senior Technician,Electrical,Hydraulic Systems Level 1,Lead,19,Evening,Contract,Central India,Field,Active
TECH-0706,Hydraulic Technician,Electrical,OEM-Equivalent Service Training,Senior,12,Day,Service Partner,North India,Field,Active
TECH-0707,Diagnostic Technician,Hydraulics,Hydraulic Systems Level 1,Senior,9,Evening,Contract,West India,Field,Active
TECH-0708,Maintenance Technician,Hydraulics,Hydraulic Systems Level 2,Junior,2,Day,Permanent,South India,Field,Active
TECH-0709,Field Service Technician,Powertrain,OEM-Equivalent Service Training,Senior,12,Evening,Permanent,South India,Workshop,Active
TECH-0710,Senior Technician,Heavy Equipment,Hydraulic Systems Level 1,Lead,19,Evening,Permanent,North India,Workshop,On Rotation
TECH-0711,Diagnostic Technician,Hydraulics,OEM-Equivalent Service Training,Junior,3,Day,Permanent,West India,Field,Active
TECH-0712,Senior Technician,Hydraulics,Hydraulic Systems Level 2,Senior,13,Night,Permanent,East India,Workshop,Active
TECH-0713,Workshop Technician,Heavy Equipment,OEM-Equivalent Service Training,Intermediate,6,Evening,Permanent,Central India,Field,Active
TECH-0714,Maintenance Technician,Powertrain,Heavy Equipment Maintenance,Lead,20,Day,Contract,West India,Field,On Rotation
TECH-0715,Field Service Technician,Heavy Equipment,OEM-Equivalent Service Training,Lead,19,Night,Contract,Central India,Field,Active
TECH-0716,Hydraulic Technician,Heavy Equipment,Hydraulic Systems Level 1,Intermediate,5,Day,Contract,North India,Field,Active
TECH-0717,Senior Technician,Heavy Equipment,Heavy Equipment Maintenance,Lead,18,Evening,Permanent,East India,Workshop,On Rotation
TECH-0718,Diagnostic Technician,Powertrain,Hydraulic Systems Level 2,Senior,11,Evening,Permanent,North India,Field,Active
TECH-0719,Senior Technician,Hydraulics,Hydraulic Systems Level 1,Lead,15,Day,Service Partner,South India,Field,Active
TECH-0720,Senior Technician,Hydraulics,Heavy Equipment Maintenance,Intermediate,7,Night,Permanent,East India,Workshop,On Rotation
TECH-0721,Hydraulic Technician,Hydraulics,Hydraulic Systems Level 2,Junior,3,Day,Permanent,East India,Workshop,Active
TECH-0722,Hydraulic Technician,General Maintenance,Fluid Power Technician,Senior,12,Day,Service Partner,Central India,Field,Active
TECH-0723,Senior Technician,Hydraulics,OEM-Equivalent Service Training,Senior,10,Night,Permanent,South India,Field,Active
TECH-0724,Senior Technician,Hydraulics,OEM-Equivalent Service Training,Lead,20,Day,Permanent,Central India,Field,Active
TECH-0725,Diagnostic Technician,Heavy Equipment,Fluid Power Technician,Intermediate,5,Evening,Permanent,West India,Field,Active
TECH-0726,Hydraulic Technician,Hydraulics,Hydraulic Systems Level 2,Intermediate,8,Evening,Permanent,East India,Field,On Rotation
TECH-0727,Maintenance Technician,Hydraulics,Hydraulic Systems Level 1,Intermediate,8,Evening,Contract,Central India,Field,Active
TECH-0728,Maintenance Technician,Hydraulics,Fluid Power Technician,Senior,9,Night,Permanent,East India,Field,On Rotation
TECH-0729,Diagnostic Technician,Hydraulics,Industrial Safety,Lead,15,Evening,Contract,Central India,Field,Active
TECH-0730,Diagnostic Technician,Heavy Equipment,Hydraulic Systems Level 1,Junior,3,Night,Permanent,North India,Workshop,On Rotation
TECH-0731,Senior Technician,Hydraulics,Industrial Safety,Intermediate,5,Day,Permanent,North India,Field,On Rotation
TECH-0732,Field Service Technician,Hydraulics,OEM-Equivalent Service Training,Lead,18,Evening,Contract,West India,Field,Active
TECH-0733,Workshop Technician,General Maintenance,Hydraulic Systems Level 1,Lead,16,Day,Service Partner,South India,Workshop,Active
TECH-0734,Field Service Technician,Heavy Equipment,Industrial Safety,Lead,19,Evening,Permanent,South India,Field,Active
TECH-0735,Senior Technician,Hydraulics,OEM-Equivalent Service Training,Lead,16,Evening,Permanent,North India,Workshop,On Rotation
TECH-0736,Hydraulic Technician,Hydraulics,OEM-Equivalent Service Training,Intermediate,4,Day,Permanent,West India,Field,On Rotation
TECH-0737,Field Service Technician,Hydraulics,Fluid Power Technician,Senior,11,Day,Contract,North India,Field,Active
TECH-0738,Hydraulic Technician,General Maintenance,Hydraulic Systems Level 2,Senior,12,Day,Contract,South India,Field,On Rotation
TECH-0739,Diagnostic Technician,Hydraulics,Hydraulic Systems Level 1,Senior,12,Evening,Permanent,Central India,Field,Active
TECH-0740,Field Service Technician,Hydraulics,Heavy Equipment Maintenance,Junior,3,Day,Permanent,West India,Field,Active
TECH-0741,Diagnostic Technician,General Maintenance,OEM-Equivalent Service Training,Lead,20,Day,Permanent,North India,Workshop,Active
TECH-0742,Maintenance Technician,Electrical,Hydraulic Systems Level 2,Senior,11,Day,Permanent,North India,Field,Active
TECH-0743,Diagnostic Technician,Hydraulics,Industrial Safety,Lead,15,Day,Permanent,West India,Field,Active
TECH-0744,Senior Technician,Heavy Equipment,Heavy Equipment Maintenance,Junior,1,Evening,Permanent,East India,Field,Active
TECH-0745,Field Service Technician,General Maintenance,Hydraulic Systems Level 2,Intermediate,7,Day,Permanent,East India,Field,On Rotation
TECH-0746,Senior Technician,Powertrain,Industrial Safety,Lead,15,Day,Contract,South India,Workshop,On Rotation
TECH-0747,Maintenance Technician,Hydraulics,Industrial Safety,Senior,14,Night,Permanent,Central India,Field,Active
TECH-0748,Hydraulic Technician,Heavy Equipment,Heavy Equipment Maintenance,Lead,17,Day,Permanent,Central India,Workshop,Active
TECH-0749,Field Service Technician,Hydraulics,Fluid Power Technician,Intermediate,4,Evening,Permanent,South India,Workshop,On Rotation
TECH-0750,Maintenance Technician,Heavy Equipment,Hydraulic Systems Level 2,Intermediate,7,Evening,Permanent,West India,Field,Active
TECH-0751,Field Service Technician,Heavy Equipment,Fluid Power Technician,Senior,10,Day,Permanent,East India,Field,Active
TECH-0752,Field Service Technician,Hydraulics,Heavy Equipment Maintenance,Lead,19,Day,Permanent,Central India,Workshop,On Rotation
TECH-0753,Maintenance Technician,Heavy Equipment,Industrial Safety,Intermediate,5,Night,Permanent,North India,Field,Active
TECH-0754,Maintenance Technician,Heavy Equipment,Hydraulic Systems Level 2,Lead,15,Day,Permanent,South India,Field,Active
TECH-0755,Maintenance Technician,Powertrain,Hydraulic Systems Level 1,Lead,20,Evening,Permanent,East India,Workshop,Active
TECH-0756,Maintenance Technician,Hydraulics,Heavy Equipment Maintenance,Junior,2,Day,Contract,East India,Workshop,On Rotation
TECH-0757,Senior Technician,Heavy Equipment,Industrial Safety,Lead,20,Evening,Permanent,Central India,Field,Active
TECH-0758,Field Service Technician,General Maintenance,Fluid Power Technician,Senior,9,Evening,Permanent,North India,Workshop,Active
TECH-0759,Diagnostic Technician,Heavy Equipment,Heavy Equipment Maintenance,Junior,3,Night,Service Partner,East India,Workshop,On Rotation
TECH-0760,Maintenance Technician,Electrical,Fluid Power Technician,Senior,9,Evening,Contract,North India,Workshop,Active
TECH-0761,Diagnostic Technician,Hydraulics,Fluid Power Technician,Lead,16,Night,Permanent,Central India,Field,Active
TECH-0762,Workshop Technician,Heavy Equipment,Fluid Power Technician,Intermediate,4,Day,Permanent,North India,Field,Active
TECH-0763,Diagnostic Technician,Powertrain,Fluid Power Technician,Senior,11,Night,Permanent,West India,Field,On Rotation
TECH-0764,Hydraulic Technician,Hydraulics,Industrial Safety,Intermediate,7,Evening,Permanent,North India,Field,Active
TECH-0765,Field Service Technician,Powertrain,Hydraulic Systems Level 1,Intermediate,4,Night,Permanent,Central India,Field,Active
TECH-0766,Maintenance Technician,Hydraulics,Fluid Power Technician,Intermediate,8,Evening,Permanent,North India,Field,Active
TECH-0767,Field Service Technician,General Maintenance,Hydraulic Systems Level 1,Senior,11,Evening,Permanent,East India,Field,Active
TECH-0768,Diagnostic Technician,Hydraulics,Heavy Equipment Maintenance,Lead,18,Day,Permanent,Central India,Workshop,Active
TECH-0769,Maintenance Technician,Hydraulics,OEM-Equivalent Service Training,Lead,16,Night,Contract,West India,Field,Active
TECH-0770,Maintenance Technician,Electrical,Hydraulic Systems Level 2,Senior,9,Night,Contract,West India,Field,On Rotation
TECH-0771,Maintenance Technician,Hydraulics,OEM-Equivalent Service Training,Lead,18,Night,Permanent,Central India,Field,Active
TECH-0772,Workshop Technician,Electrical,Hydraulic Systems Level 1,Senior,14,Evening,Permanent,East India,Workshop,On Rotation
TECH-0773,Senior Technician,Powertrain,Industrial Safety,Senior,11,Night,Service Partner,North India,Field,Active
TECH-0774,Maintenance Technician,Electrical,Heavy Equipment Maintenance,Senior,14,Evening,Permanent,Central India,Workshop,Active
TECH-0775,Diagnostic Technician,General Maintenance,Hydraulic Systems Level 2,Senior,10,Evening,Contract,South India,Field,On Rotation
TECH-0776,Field Service Technician,General Maintenance,Industrial Safety,Senior,12,Day,Permanent,South India,Field,Active
TECH-0777,Hydraulic Technician,Electrical,Hydraulic Systems Level 1,Intermediate,6,Day,Contract,West India,Field,Active
TECH-0778,Workshop Technician,Hydraulics,Hydraulic Systems Level 2,Lead,19,Day,Contract,North India,Field,Active
TECH-0779,Maintenance Technician,General Maintenance,Hydraulic Systems Level 2,Senior,9,Evening,Permanent,Central India,Field,On Rotation
TECH-0780,Maintenance Technician,Heavy Equipment,Hydraulic Systems Level 2,Junior,3,Day,Permanent,West India,Field,Active
TECH-0781,Workshop Technician,Hydraulics,OEM-Equivalent Service Training,Senior,11,Evening,Permanent,South India,Workshop,Active
TECH-0782,Maintenance Technician,Hydraulics,Industrial Safety,Senior,11,Day,Contract,Central India,Workshop,Active
TECH-0783,Hydraulic Technician,Hydraulics,Industrial Safety,Senior,14,Night,Permanent,West India,Workshop,Active
TECH-0784,Field Service Technician,Heavy Equipment,Fluid Power Technician,Senior,10,Evening,Permanent,North India,Field,On Rotation
TECH-0785,Diagnostic Technician,Powertrain,Fluid Power Technician,Lead,19,Night,Contract,North India,Field,On Rotation
TECH-0786,Maintenance Technician,Heavy Equipment,Industrial Safety,Junior,1,Evening,Permanent,West India,Field,Active
TECH-0787,Workshop Technician,Hydraulics,Hydraulic Systems Level 1,Senior,11,Night,Permanent,South India,Workshop,Active
TECH-0788,Workshop Technician,Electrical,Hydraulic Systems Level 2,Intermediate,4,Night,Permanent,West India,Field,On Rotation
TECH-0789,Senior Technician,Heavy Equipment,Hydraulic Systems Level 1,Lead,15,Day,Permanent,East India,Field,Active
TECH-0790,Diagnostic Technician,Heavy Equipment,Hydraulic Systems Level 2,Lead,20,Day,Permanent,East India,Field,Active
TECH-0791,Workshop Technician,Hydraulics,Hydraulic Systems Level 1,Senior,13,Day,Contract,West India,Workshop,Active
TECH-0792,Workshop Technician,Hydraulics,Fluid Power Technician,Junior,3,Evening,Permanent,West India,Field,Active
TECH-0793,Diagnostic Technician,Hydraulics,Fluid Power Technician,Senior,13,Night,Permanent,Central India,Field,Active
TECH-0794,Senior Technician,General Maintenance,Industrial Safety,Senior,11,Day,Permanent,West India,Field,Active
TECH-0795,Diagnostic Technician,General Maintenance,Industrial Safety,Junior,1,Night,Permanent,North India,Workshop,Active
TECH-0796,Hydraulic Technician,Powertrain,Fluid Power Technician,Senior,11,Day,Permanent,East India,Field,On Rotation
TECH-0797,Diagnostic Technician,Hydraulics,Hydraulic Systems Level 2,Lead,19,Day,Permanent,Central India,Field,Active
TECH-0798,Field Service Technician,Powertrain,Heavy Equipment Maintenance,Senior,13,Night,Permanent,South India,Field,Active
TECH-0799,Workshop Technician,Heavy Equipment,Heavy Equipment Maintenance,Lead,18,Day,Permanent,South India,Field,Active
TECH-0800,Field Service Technician,General Maintenance,OEM-Equivalent Service Training,Intermediate,8,Day,Permanent,East India,Field,Active
TECH-0801,Maintenance Technician,Hydraulics,Hydraulic Systems Level 2,Senior,13,Evening,Contract,South India,Workshop,Active
TECH-0802,Hydraulic Technician,Hydraulics,Hydraulic Systems Level 1,Lead,19,Night,Contract,North India,Workshop,Active
TECH-0803,Senior Technician,Hydraulics,Heavy Equipment Maintenance,Lead,17,Night,Contract,East India,Field,Active
TECH-0804,Maintenance Technician,Hydraulics,Hydraulic Systems Level 1,Senior,10,Night,Permanent,South India,Field,Active
TECH-0805,Senior Technician,Hydraulics,Hydraulic Systems Level 1,Junior,1,Night,Permanent,North India,Field,Active
TECH-0806,Hydraulic Technician,Hydraulics,Hydraulic Systems Level 2,Lead,18,Evening,Permanent,West India,Workshop,Active
TECH-0807,Hydraulic Technician,Hydraulics,Heavy Equipment Maintenance,Lead,18,Night,Permanent,West India,Field,On Rotation
TECH-0808,Field Service Technician,Hydraulics,Fluid Power Technician,Senior,13,Night,Permanent,North India,Field,Active
TECH-0809,Hydraulic Technician,General Maintenance,Hydraulic Systems Level 1,Lead,15,Day,Permanent,North India,Workshop,Active
TECH-0810,Hydraulic Technician,Hydraulics,Hydraulic Systems Level 1,Lead,17,Night,Contract,West India,Workshop,On Rotation
TECH-0811,Workshop Technician,Heavy Equipment,OEM-Equivalent Service Training,Senior,10,Day,Contract,North India,Workshop,Active
TECH-0812,Senior Technician,Hydraulics,OEM-Equivalent Service Training,Intermediate,5,Evening,Permanent,East India,Workshop,Active
TECH-0813,Senior Technician,Hydraulics,Fluid Power Technician,Intermediate,6,Evening,Permanent,North India,Field,On Rotation
TECH-0814,Senior Technician,Heavy Equipment,Fluid Power Technician,Intermediate,4,Evening,Permanent,West India,Workshop,On Rotation
TECH-0815,Senior Technician,Heavy Equipment,Hydraulic Systems Level 1,Senior,11,Day,Permanent,East India,Workshop,Active
TECH-0816,Field Service Technician,Powertrain,Industrial Safety,Senior,13,Day,Contract,East India,Field,Active
TECH-0817,Maintenance Technician,General Maintenance,Fluid Power Technician,Intermediate,4,Evening,Permanent,North India,Field,Active
TECH-0818,Senior Technician,Powertrain,Fluid Power Technician,Senior,11,Day,Permanent,West India,Workshop,Active
TECH-0819,Field Service Technician,Hydraulics,Hydraulic Systems Level 2,Junior,2,Evening,Permanent,Central India,Field,Active
TECH-0820,Field Service Technician,Powertrain,OEM-Equivalent Service Training,Lead,18,Day,Contract,East India,Field,Active
TECH-0821,Maintenance Technician,Electrical,OEM-Equivalent Service Training,Intermediate,4,Night,Permanent,West India,Field,Active
TECH-0822,Senior Technician,Hydraulics,Fluid Power Technician,Lead,16,Evening,Permanent,Central India,Field,On Rotation
TECH-0823,Senior Technician,Heavy Equipment,Heavy Equipment Maintenance,Lead,15,Day,Permanent,North India,Workshop,On Rotation
TECH-0824,Field Service Technician,Electrical,Industrial Safety,Intermediate,4,Evening,Permanent,West India,Field,Active
TECH-0825,Hydraulic Technician,Powertrain,Fluid Power Technician,Junior,1,Day,Service Partner,West India,Workshop,Active
TECH-0826,Senior Technician,General Maintenance,Industrial Safety,Lead,20,Evening,Permanent,West India,Workshop,Active
TECH-0827,Field Service Technician,Heavy Equipment,Hydraulic Systems Level 2,Senior,12,Night,Permanent,Central India,Field,On Rotation
TECH-0828,Hydraulic Technician,Heavy Equipment,Fluid Power Technician,Lead,18,Evening,Permanent,North India,Field,Active
TECH-0829,Workshop Technician,General Maintenance,Hydraulic Systems Level 2,Lead,20,Evening,Permanent,West India,Workshop,Active
TECH-0830,Workshop Technician,Hydraulics,Hydraulic Systems Level 2,Intermediate,4,Day,Service Partner,North India,Field,On Rotation
TECH-0831,Workshop Technician,Hydraulics,Fluid Power Technician,Intermediate,7,Day,Contract,North India,Field,Active
TECH-0832,Diagnostic Technician,General Maintenance,Industrial Safety,Lead,17,Day,Permanent,East India,Field,On Rotation
TECH-0833,Diagnostic Technician,Powertrain,OEM-Equivalent Service Training,Intermediate,7,Day,Permanent,East India,Workshop,On Rotation
TECH-0834,Field Service Technician,Hydraulics,Industrial Safety,Junior,3,Night,Permanent,West India,Workshop,Active
TECH-0835,Workshop Technician,General Maintenance,Industrial Safety,Lead,20,Evening,Permanent,East India,Field,On Rotation
TECH-0836,Hydraulic Technician,General Maintenance,Hydraulic Systems Level 1,Intermediate,4,Night,Service Partner,North India,Workshop,Active
TECH-0837,Senior Technician,Powertrain,Hydraulic Systems Level 1,Lead,19,Night,Permanent,West India,Field,Active
TECH-0838,Workshop Technician,General Maintenance,Heavy Equipment Maintenance,Lead,18,Night,Permanent,South India,Workshop,Active
TECH-0839,Diagnostic Technician,General Maintenance,Hydraulic Systems Level 2,Senior,9,Day,Permanent,West India,Workshop,On Rotation
TECH-0840,Field Service Technician,Powertrain,Hydraulic Systems Level 2,Intermediate,4,Day,Permanent,East India,Field,Active
TECH-0841,Field Service Technician,General Maintenance,Heavy Equipment Maintenance,Senior,14,Night,Service Partner,Central India,Field,Active
TECH-0842,Maintenance Technician,Powertrain,OEM-Equivalent Service Training,Lead,19,Evening,Contract,Central India,Workshop,On Rotation
TECH-0843,Hydraulic Technician,Heavy Equipment,Hydraulic Systems Level 2,Lead,17,Day,Permanent,North India,Field,Active
TECH-0844,Workshop Technician,Hydraulics,Heavy Equipment Maintenance,Intermediate,8,Night,Service Partner,South India,Workshop,Active
TECH-0845,Hydraulic Technician,Electrical,Industrial Safety,Senior,11,Night,Contract,North India,Field,On Rotation
TECH-0846,Workshop Technician,Powertrain,Heavy Equipment Maintenance,Lead,16,Day,Permanent,Central India,Field,On Rotation
TECH-0847,Senior Technician,General Maintenance,OEM-Equivalent Service Training,Senior,14,Evening,Permanent,Central India,Field,Active
TECH-0848,Workshop Technician,Heavy Equipment,OEM-Equivalent Service Training,Senior,14,Evening,Contract,Central India,Workshop,Active
TECH-0849,Field Service Technician,Electrical,Industrial Safety,Intermediate,8,Evening,Permanent,North India,Workshop,Active
TECH-0850,Senior Technician,Electrical,Hydraulic Systems Level 2,Senior,10,Day,Permanent,West India,Field,Active
TECH-0851,Workshop Technician,General Maintenance,Heavy Equipment Maintenance,Senior,11,Night,Permanent,East India,Field,Active
TECH-0852,Workshop Technician,Hydraulics,Heavy Equipment Maintenance,Senior,10,Evening,Contract,West India,Field,Active
TECH-0853,Hydraulic Technician,Powertrain,OEM-Equivalent Service Training,Lead,17,Evening,Permanent,Central India,Field,On Rotation
TECH-0854,Maintenance Technician,Hydraulics,Hydraulic Systems Level 2,Lead,18,Evening,Permanent,North India,Field,Active
TECH-0855,Maintenance Technician,General Maintenance,Industrial Safety,Intermediate,4,Night,Permanent,North India,Workshop,Active
TECH-0856,Diagnostic Technician,General Maintenance,Hydraulic Systems Level 1,Senior,14,Day,Permanent,East India,Workshop,Active
TECH-0857,Senior Technician,Heavy Equipment,Heavy Equipment Maintenance,Lead,17,Evening,Permanent,East India,Field,Active
TECH-0858,Senior Technician,Electrical,Fluid Power Technician,Intermediate,6,Night,Permanent,West India,Workshop,On Rotation
TECH-0859,Field Service Technician,Hydraulics,OEM-Equivalent Service Training,Junior,3,Evening,Permanent,East India,Field,Active
TECH-0860,Field Service Technician,Heavy Equipment,OEM-Equivalent Service Training,Junior,2,Evening,Permanent,South India,Field,Active
TECH-0861,Hydraulic Technician,Hydraulics,Heavy Equipment Maintenance,Intermediate,5,Night,Service Partner,West India,Field,Active
TECH-0862,Hydraulic Technician,Hydraulics,Industrial Safety,Intermediate,8,Night,Permanent,South India,Field,On Rotation
TECH-0863,Senior Technician,General Maintenance,OEM-Equivalent Service Training,Intermediate,7,Day,Contract,West India,Workshop,Active
TECH-0864,Senior Technician,Hydraulics,Hydraulic Systems Level 2,Senior,9,Night,Permanent,North India,Workshop,Active
TECH-0865,Maintenance Technician,General Maintenance,OEM-Equivalent Service Training,Lead,17,Evening,Permanent,East India,Field,Active
TECH-0866,Diagnostic Technician,Hydraulics,OEM-Equivalent Service Training,Lead,15,Evening,Permanent,North India,Field,Active
TECH-0867,Workshop Technician,Electrical,Industrial Safety,Senior,13,Night,Permanent,East India,Field,Active
TECH-0868,Workshop Technician,Hydraulics,Hydraulic Systems Level 2,Junior,3,Evening,Permanent,East India,Workshop,On Rotation
TECH-0869,Diagnostic Technician,Hydraulics,Hydraulic Systems Level 1,Senior,13,Night,Permanent,Central India,Field,Active
TECH-0870,Hydraulic Technician,Heavy Equipment,Hydraulic Systems Level 1,Junior,2,Day,Permanent,North India,Workshop,Active
TECH-0871,Workshop Technician,Heavy Equipment,Industrial Safety,Intermediate,5,Day,Contract,Central India,Field,Active
TECH-0872,Field Service Technician,Powertrain,OEM-Equivalent Service Training,Intermediate,4,Evening,Contract,Central India,Field,Active
TECH-0873,Maintenance Technician,Hydraulics,OEM-Equivalent Service Training,Senior,11,Evening,Permanent,Central India,Field,Active
TECH-0874,Workshop Technician,Hydraulics,Fluid Power Technician,Senior,9,Day,Permanent,Central India,Field,Active
TECH-0875,Workshop Technician,Hydraulics,Hydraulic Systems Level 1,Lead,20,Night,Permanent,West India,Workshop,Active
TECH-0876,Maintenance Technician,Hydraulics,Industrial Safety,Intermediate,6,Evening,Service Partner,South India,Field,On Rotation
TECH-0877,Workshop Technician,Hydraulics,Fluid Power Technician,Senior,14,Day,Contract,Central India,Field,Active
TECH-0878,Workshop Technician,Hydraulics,OEM-Equivalent Service Training,Intermediate,6,Night,Permanent,East India,Field,Active
TECH-0879,Diagnostic Technician,Heavy Equipment,OEM-Equivalent Service Training,Senior,11,Day,Contract,North India,Workshop,On Rotation
TECH-0880,Senior Technician,Heavy Equipment,Industrial Safety,Lead,20,Evening,Contract,South India,Workshop,On Rotation
TECH-0881,Maintenance Technician,Hydraulics,OEM-Equivalent Service Training,Senior,11,Evening,Permanent,East India,Field,Active
TECH-0882,Senior Technician,General Maintenance,Heavy Equipment Maintenance,Senior,13,Night,Service Partner,West India,Workshop,On Rotation
TECH-0883,Field Service Technician,Powertrain,OEM-Equivalent Service Training,Lead,19,Day,Permanent,Central India,Workshop,Active
TECH-0884,Workshop Technician,General Maintenance,Heavy Equipment Maintenance,Senior,11,Night,Service Partner,North India,Workshop,Active
TECH-0885,Diagnostic Technician,General Maintenance,Industrial Safety,Junior,3,Day,Permanent,East India,Field,On Rotation
TECH-0886,Maintenance Technician,Heavy Equipment,Hydraulic Systems Level 2,Senior,9,Day,Permanent,Central India,Workshop,On Rotation
TECH-0887,Diagnostic Technician,Hydraulics,Industrial Safety,Senior,10,Day,Permanent,East India,Field,Active
TECH-0888,Workshop Technician,General Maintenance,Industrial Safety,Lead,16,Evening,Permanent,Central India,Field,Active
TECH-0889,Hydraulic Technician,Heavy Equipment,Industrial Safety,Intermediate,7,Evening,Permanent,South India,Field,On Rotation
TECH-0890,Field Service Technician,Hydraulics,Fluid Power Technician,Intermediate,6,Day,Permanent,West India,Workshop,On Rotation
TECH-0891,Senior Technician,Heavy Equipment,Hydraulic Systems Level 2,Lead,15,Day,Permanent,Central India,Workshop,Active
TECH-0892,Maintenance Technician,Hydraulics,Hydraulic Systems Level 1,Intermediate,7,Day,Permanent,West India,Field,On Rotation
TECH-0893,Field Service Technician,Hydraulics,Hydraulic Systems Level 1,Senior,9,Night,Permanent,North India,Field,Active
TECH-0894,Field Service Technician,General Maintenance,Hydraulic Systems Level 1,Lead,18,Day,Permanent,South India,Field,Active
TECH-0895,Field Service Technician,Electrical,OEM-Equivalent Service Training,Lead,19,Evening,Permanent,Central India,Workshop,Active
TECH-0896,Field Service Technician,Hydraulics,Hydraulic Systems Level 1,Senior,14,Evening,Permanent,South India,Field,On Rotation
TECH-0897,Field Service Technician,Heavy Equipment,Hydraulic Systems Level 1,Senior,9,Evening,Permanent,East India,Field,Active
TECH-0898,Diagnostic Technician,General Maintenance,Industrial Safety,Senior,11,Evening,Service Partner,West India,Field,On Rotation
TECH-0899,Maintenance Technician,Powertrain,OEM-Equivalent Service Training,Junior,1,Day,Permanent,East India,Workshop,Active
TECH-0900,Maintenance Technician,Electrical,Heavy Equipment Maintenance,Senior,12,Evening,Permanent,East India,Field,On Rotation
TECH-0901,Field Service Technician,Heavy Equipment,Hydraulic Systems Level 1,Intermediate,5,Night,Permanent,Central India,Field,Active
TECH-0902,Hydraulic Technician,Hydraulics,Fluid Power Technician,Senior,11,Evening,Permanent,South India,Field,Active
TECH-0903,Workshop Technician,Hydraulics,Hydraulic Systems Level 2,Intermediate,7,Day,Permanent,West India,Field,On Rotation
TECH-0904,Hydraulic Technician,Heavy Equipment,Industrial Safety,Lead,18,Day,Permanent,North India,Field,Active
TECH-0905,Senior Technician,Powertrain,Heavy Equipment Maintenance,Intermediate,6,Night,Permanent,North India,Workshop,On Rotation
TECH-0906,Workshop Technician,Electrical,Hydraulic Systems Level 2,Lead,16,Evening,Permanent,Central India,Field,Active
TECH-0907,Maintenance Technician,Hydraulics,Hydraulic Systems Level 2,Senior,11,Day,Service Partner,South India,Field,Active
TECH-0908,Maintenance Technician,Heavy Equipment,Hydraulic Systems Level 2,Lead,19,Night,Contract,North India,Field,Active
TECH-0909,Maintenance Technician,Powertrain,OEM-Equivalent Service Training,Lead,20,Night,Permanent,East India,Field,Active
TECH-0910,Maintenance Technician,General Maintenance,OEM-Equivalent Service Training,Lead,16,Night,Permanent,Central India,Field,Active
TECH-0911,Field Service Technician,Heavy Equipment,Heavy Equipment Maintenance,Junior,1,Night,Contract,North India,Workshop,Active
TECH-0912,Workshop Technician,Hydraulics,Industrial Safety,Junior,1,Evening,Permanent,South India,Field,On Rotation
TECH-0913,Hydraulic Technician,Heavy Equipment,Industrial Safety,Lead,18,Day,Permanent,East India,Field,On Rotation
TECH-0914,Maintenance Technician,General Maintenance,Hydraulic Systems Level 1,Lead,20,Evening,Permanent,West India,Field,Active
TECH-0915,Field Service Technician,Powertrain,Heavy Equipment Maintenance,Intermediate,6,Evening,Permanent,Central India,Workshop,Active
TECH-0916,Field Service Technician,Electrical,Heavy Equipment Maintenance,Senior,11,Evening,Permanent,Central India,Field,Active
TECH-0917,Senior Technician,Powertrain,Heavy Equipment Maintenance,Senior,14,Day,Permanent,East India,Field,Active
TECH-0918,Senior Technician,Hydraulics,OEM-Equivalent Service Training,Intermediate,6,Evening,Permanent,Central India,Field,Active
