service_id,maintenance_id,equipment_id,technician_id,service_date,service_type,service_shift,meter_reading_hours,inspection_finding,diagnostic_method,root_cause_confirmed,repair_or_service_action,part_replaced,test_after_service,service_duration_hours,downtime_hours,service_cost,next_service_due,service_status,technician_notes
SR-00817,MR-00817,EQ-0139,TECH-0420,2023-03-27,Preventive,Night,10797,Hydraulic Pump: External leakage; observed symptom: arm movement slow after hydraulic oil warms.,Operational test under load,internal cylinder leakage,replaced restricted hydraulic filter and checked contamination source,Valve O-rings,Operational test passed,9.06,7.83,58665.19,2023-08-14,Closed,"Technician checked Hydraulic Pump, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00818,MR-00818,EQ-0193,TECH-0038,2025-03-01,Corrective,Evening,6336,Hydraulic Filter: Internal leakage; observed symptom: pilot pressure below expected range.,Leak inspection and functional test,blocked cooler core,replaced restricted hydraulic filter and checked contamination source,Cooler gasket set,Functional test passed,13.96,6.98,74324.7,2025-09-01,Closed - Monitor,"Technician checked Hydraulic Filter, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00819,MR-00819,EQ-0180,TECH-0634,2023-03-30,Condition-Based,Day,16167,Hydraulic Tank: Oil contamination; observed symptom: filter restriction indicator activated.,Visual inspection and pressure test,degraded hydraulic fluid,replaced restricted hydraulic filter and checked contamination source,Pump seal kit,Test passed; monitor during next shift,12.37,3.5,47274.21,2023-10-09,Closed,"Technician checked Hydraulic Tank, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00820,MR-00820,EQ-0037,TECH-0922,2023-03-24,Corrective,Evening,3689,Hydraulic Hose: Cooler restriction; observed symptom: arm movement slow after hydraulic oil warms.,Leak inspection and functional test,damaged hydraulic hose,inspected valve spool movement and cleaned the valve assembly,Return filter element,Pressure test passed,1.58,2.58,12893.26,2023-09-16,Closed - Monitor,"Technician checked Hydraulic Hose, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00821,MR-00821,EQ-0209,TECH-0709,2023-10-11,Corrective,Evening,17948,Boom Cylinder: Filter blockage; observed symptom: boom movement slow under load.,Temperature and pressure checks,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic line fittings,Operational test passed,4.46,9.41,47153.49,2023-12-12,Closed,"Technician checked Boom Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00822,MR-00822,EQ-0105,TECH-0661,2024-05-01,Corrective,Night,17446,Bucket Cylinder: Filter blockage; observed symptom: travel function loses power on incline.,Operational test under load,restricted hydraulic line,checked pump output and inspected for internal leakage,Hydraulic oil,Operational test passed,15.92,0.25,36840.51,2024-06-14,Closed,"Technician checked Bucket Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00823,MR-00823,EQ-0109,TECH-0906,2025-02-01,Corrective,Evening,2800,Swing Motor: Valve sticking; observed symptom: reduced digging force.,Filter inspection and fluid condition check,internal cylinder leakage,inspected suction line for air ingress and corrected the connection,Hydraulic oil,Operational test passed,13.49,7.06,71225.29,2025-06-30,Closed - Monitor,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00824,MR-00824,EQ-0236,TECH-0061,2022-12-12,Preventive,Night,17610,Hydraulic Hose: Accumulator pressure loss; observed symptom: filter restriction indicator activated.,Temperature and pressure checks,contaminated hydraulic oil,replaced damaged hose and pressure-tested the circuit,No replacement part,Test passed; monitor during next shift,13.75,0.51,22554.56,2023-03-27,Closed,"Technician checked Hydraulic Hose, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00825,MR-00825,EQ-0198,TECH-0196,2022-09-01,Inspection,Evening,13620,Hydraulic Hose: Overheating; observed symptom: hydraulic oil temperature rises during continuous operation.,Temperature and pressure checks,worn pump components,tested pilot pressure and inspected pilot circuit,Valve O-rings,Functional test passed,10.24,3.97,27301.06,2022-10-15,Closed - Monitor,"Technician checked Hydraulic Hose, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00826,MR-00826,EQ-0226,TECH-0349,2024-09-03,Corrective,Day,11321,Swing Motor: Restricted flow; observed symptom: reduced digging force.,Visual inspection and pressure test,damaged cylinder seal,inspected hydraulic circuit and isolated the affected component,Pump seal kit,Functional test passed,3.31,4.48,41332.17,2025-01-12,Closed,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00827,MR-00827,EQ-0048,TECH-0061,2026-05-11,Corrective,Night,15230,Bucket Cylinder: Hose failure; observed symptom: hydraulic flow is low at operating temperature.,Visual inspection and pressure test,restricted return filter,replaced damaged seal kit and performed leak test,Hydraulic hose,Pressure test passed,1.23,2.4,51445.94,2026-07-06,Follow-up Required,"Technician checked Bucket Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00828,MR-00828,EQ-0142,TECH-0460,2026-08-03,Inspection,Night,18265,Arm Cylinder: Internal leakage; observed symptom: pump noise increases during operation.,Visual inspection and pressure test,restricted hydraulic line,checked accumulator pre-charge and restored it to service specification,Hydraulic line fittings,Pressure test passed,2.45,6.56,42064.84,2027-02-05,Closed,"Technician checked Arm Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00829,MR-00829,EQ-0216,TECH-0199,2026-03-09,Corrective,Day,9299,Hydraulic Tank: Filter blockage; observed symptom: pilot pressure below expected range.,Operational test under load,sticking spool valve,cleaned cooler and verified hydraulic oil temperature,Cooler gasket set,Pressure test passed,1.33,10.99,20372.39,2026-09-20,Closed,"Technician checked Hydraulic Tank, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00830,MR-00830,EQ-0110,TECH-0832,2026-07-31,Condition-Based,Day,13514,Hydraulic Tank: Low pilot pressure; observed symptom: pilot pressure below expected range.,Leak inspection and functional test,internal cylinder leakage,tested pilot pressure and inspected pilot circuit,Accumulator charging kit,Test passed; monitor during next shift,15.28,3.71,22771.83,2026-12-10,Closed,"Technician checked Hydraulic Tank, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00831,MR-00831,EQ-0122,TECH-0339,2026-07-10,Corrective,Day,12412,Accumulator: Filter blockage; observed symptom: hydraulic oil temperature rises during continuous operation.,Temperature and pressure checks,contaminated hydraulic oil,replaced damaged hose and pressure-tested the circuit,No replacement part,Leak test passed,11.66,6.93,11842.26,2026-08-22,Closed,"Technician checked Accumulator, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00832,MR-00832,EQ-0225,TECH-0491,2024-03-11,Corrective,Night,12002,Swing Motor: Line restriction; observed symptom: filter restriction indicator activated.,Visual inspection and pressure test,low pilot supply pressure,inspected suction line for air ingress and corrected the connection,Hydraulic hose,Pressure test passed,13.91,0.25,53515.57,2024-08-15,Closed,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00833,MR-00833,EQ-0085,TECH-0036,2022-02-04,Corrective,Evening,6498,Accumulator: Pump wear; observed symptom: bucket will not open normally.,Leak inspection and functional test,high oil temperature,replaced damaged hose and pressure-tested the circuit,Hydraulic oil,Pressure test passed,9.51,4.67,52550.06,2022-04-30,Closed,"Technician checked Accumulator, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00834,MR-00834,EQ-0028,TECH-0723,2022-12-22,Corrective,Night,12996,Fuel System: Overheating; observed symptom: pilot pressure below expected range.,Operational test under load,high oil temperature,tested pilot pressure and inspected pilot circuit,Valve O-rings,Operational test passed,1.39,4.69,21685.99,2023-06-01,Closed,"Technician checked Fuel System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00835,MR-00835,EQ-0166,TECH-0613,2024-03-17,Corrective,Evening,5341,Hydraulic Cooler: Hose failure; observed symptom: bucket will not open normally.,Leak inspection and functional test,restricted hydraulic line,checked pressure and flow at operating temperature,Hydraulic oil,Pressure test passed,7.05,8.7,36014.43,2024-09-17,Closed - Monitor,"Technician checked Hydraulic Cooler, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00836,MR-00836,EQ-0154,TECH-0088,2023-04-21,Preventive,Evening,12153,Hydraulic Line: Filter blockage; observed symptom: pilot pressure below expected range.,Visual inspection and pressure test,damaged hydraulic hose,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,Operational test passed,3.69,0.25,43202.16,2023-09-10,Closed,"Technician checked Hydraulic Line, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00837,MR-00837,EQ-0060,TECH-0817,2023-03-24,Corrective,Evening,3877,Travel Motor: Filter blockage; observed symptom: pilot pressure below expected range.,Leak inspection and functional test,internal cylinder leakage,checked pressure and flow at operating temperature,Pump seal kit,Operational test passed,4.69,0.25,64452.32,2023-10-16,Closed,"Technician checked Travel Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00838,MR-00838,EQ-0193,TECH-0492,2025-01-25,Corrective,Evening,10915,Hydraulic Filter: Valve sticking; observed symptom: bucket will not open normally.,Operational test under load,high oil temperature,inspected valve spool movement and cleaned the valve assembly,Hydraulic line fittings,Operational test passed,4.09,5.55,65728.28,2025-06-14,Follow-up Required,"Technician checked Hydraulic Filter, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00839,MR-00839,EQ-0217,TECH-0340,2024-07-28,Corrective,Night,12427,Main Control Valve: Filter blockage; observed symptom: swing movement is slow.,Temperature and pressure checks,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic line fittings,Functional test passed,10.53,7.79,27856.22,2025-02-20,Closed - Monitor,"Technician checked Main Control Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00840,MR-00840,EQ-0051,TECH-0955,2023-03-08,Preventive,Night,14530,Hydraulic Filter: Restricted flow; observed symptom: visible oil leak near hydraulic line.,Temperature and pressure checks,contaminated hydraulic oil,checked pressure and flow at operating temperature,Hydraulic oil,Pressure test passed,9.43,8.78,37334.52,2023-07-17,Closed,"Technician checked Hydraulic Filter, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00841,MR-00841,EQ-0054,TECH-0012,2024-03-21,Preventive,Night,6852,Pilot Valve: Restricted flow; observed symptom: hydraulic oil temperature rises during continuous operation.,Pressure and flow measurement,damaged cylinder seal,replaced damaged hose and pressure-tested the circuit,Pilot filter,Operational test passed,5.24,2.34,16478.14,2024-05-02,Closed,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00842,MR-00842,EQ-0064,TECH-0505,2025-06-17,Corrective,Day,1883,Pilot Valve: Accumulator pressure loss; observed symptom: hydraulic oil temperature rises during continuous operation.,Leak inspection and functional test,internal cylinder leakage,checked accumulator pre-charge and restored it to service specification,No replacement part,Operational test passed,1.94,0.25,13464.77,2026-01-01,Closed,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00843,MR-00843,EQ-0062,TECH-0542,2024-12-02,Corrective,Evening,13106,Hydraulic Filter: Cylinder seal wear; observed symptom: bucket will not open normally.,Visual inspection and pressure test,restricted hydraulic line,inspected suction line for air ingress and corrected the connection,Accumulator charging kit,Functional test passed,2.64,7.5,27987.92,2025-05-12,Closed,"Technician checked Hydraulic Filter, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00844,MR-00844,EQ-0169,TECH-0593,2026-05-24,Condition-Based,Day,9509,Main Control Valve: External leakage; observed symptom: hydraulic oil temperature rises during continuous operation.,Temperature and pressure checks,damaged hydraulic hose,"drained contaminated oil, flushed circuit and refilled with filtered oil",No replacement part,Test passed; monitor during next shift,5.15,1.61,66552.34,2026-11-19,Closed,"Technician checked Main Control Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00845,MR-00845,EQ-0065,TECH-0938,2023-05-11,Inspection,Day,10197,Engine Cooling System: Cylinder seal wear; observed symptom: swing movement is slow.,Operational test under load,sticking spool valve,tested pilot pressure and inspected pilot circuit,Hydraulic line fittings,Operational test passed,5.69,3.86,70949.19,2023-07-04,Closed - Monitor,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00846,MR-00846,EQ-0086,TECH-0218,2024-12-16,Condition-Based,Evening,12308,Accumulator: Filter blockage; observed symptom: filter restriction indicator activated.,Pressure and flow measurement,low pilot supply pressure,checked pump output and inspected for internal leakage,Cooler gasket set,Functional test passed,3.8,8.5,52697.12,2025-02-17,Closed,"Technician checked Accumulator, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00847,MR-00847,EQ-0159,TECH-0876,2022-07-26,Condition-Based,Evening,11266,Hydraulic Tank: Overheating; observed symptom: hydraulic flow is low at operating temperature.,Temperature and pressure checks,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,Test passed; monitor during next shift,6.69,0.25,55015.2,2022-10-12,Closed,"Technician checked Hydraulic Tank, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00848,MR-00848,EQ-0229,TECH-0269,2023-05-31,Corrective,Evening,10652,Arm Cylinder: Hose failure; observed symptom: visible oil leak near hydraulic line.,Filter inspection and fluid condition check,air entering suction line,checked pressure and flow at operating temperature,Accumulator charging kit,Operational test passed,5.46,5.93,21755.06,2023-07-17,Closed - Monitor,"Technician checked Arm Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00849,MR-00849,EQ-0086,TECH-0473,2024-10-25,Corrective,Day,7140,Engine Cooling System: Pump wear; observed symptom: hydraulic response is jerky.,Filter inspection and fluid condition check,internal cylinder leakage,checked pressure and flow at operating temperature,Accumulator charging kit,Test passed; monitor during next shift,6.77,0.94,19006.51,2025-02-21,Follow-up Required,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00850,MR-00850,EQ-0051,TECH-0471,2023-02-14,Inspection,Night,3137,Pilot Valve: Restricted flow; observed symptom: boom movement slow under load.,Temperature and pressure checks,degraded hydraulic fluid,tested pilot pressure and inspected pilot circuit,Accumulator charging kit,Test passed; monitor during next shift,14.92,5.62,68433.75,2023-03-22,Closed,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00851,MR-00851,EQ-0042,TECH-0036,2024-11-15,Preventive,Evening,10492,Bucket Cylinder: Cylinder seal wear; observed symptom: hydraulic response is jerky.,Visual inspection and pressure test,restricted hydraulic line,tested pilot pressure and inspected pilot circuit,Pilot filter,Functional test passed,2.15,4.31,49162.6,2025-03-02,Closed,"Technician checked Bucket Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00852,MR-00852,EQ-0085,TECH-0384,2023-07-28,Corrective,Evening,13805,Engine Cooling System: Oil contamination; observed symptom: filter restriction indicator activated.,Visual inspection and pressure test,degraded hydraulic fluid,checked pressure and flow at operating temperature,Pilot filter,Test passed; monitor during next shift,5.87,4.83,58575.45,2023-09-06,Closed,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00853,MR-00853,EQ-0025,TECH-0953,2022-03-05,Condition-Based,Evening,18068,Hydraulic Hose: External leakage; observed symptom: hydraulic oil temperature rises during continuous operation.,Temperature and pressure checks,restricted return filter,inspected hydraulic circuit and isolated the affected component,Hydraulic filter,Test passed; monitor during next shift,15.33,8.07,55611.44,2022-09-19,Closed - Monitor,"Technician checked Hydraulic Hose, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00854,MR-00854,EQ-0054,TECH-0806,2022-10-08,Corrective,Evening,17946,Travel Motor: Valve sticking; observed symptom: hydraulic oil appears contaminated.,Filter inspection and fluid condition check,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,Operational test passed,5.88,2.11,38949.41,2023-03-14,Closed,"Technician checked Travel Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00855,MR-00855,EQ-0105,TECH-0779,2026-06-13,Corrective,Evening,5213,Swing Motor: Cylinder seal wear; observed symptom: hydraulic response is jerky.,Visual inspection and pressure test,restricted hydraulic line,inspected valve spool movement and cleaned the valve assembly,Valve O-rings,Test passed; monitor during next shift,13.87,3.21,48195.86,2026-07-20,Follow-up Required,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00856,MR-00856,EQ-0178,TECH-0993,2023-12-07,Preventive,Night,5063,Hydraulic Pump: Internal leakage; observed symptom: bucket will not open normally.,Visual inspection and pressure test,internal cylinder leakage,replaced damaged hose and pressure-tested the circuit,Pilot filter,Pressure test passed,7.47,8.43,29387.17,2024-01-18,Closed,"Technician checked Hydraulic Pump, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00857,MR-00857,EQ-0109,TECH-0399,2023-08-07,Condition-Based,Day,16069,Main Control Valve: Pump wear; observed symptom: boom movement slow under load.,Pressure and flow measurement,restricted hydraulic line,inspected suction line for air ingress and corrected the connection,No replacement part,Test passed; monitor during next shift,5.77,0.25,15491.28,2024-02-07,Closed,"Technician checked Main Control Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00858,MR-00858,EQ-0121,TECH-0418,2023-11-18,Corrective,Day,1849,Main Control Valve: Pump wear; observed symptom: filter restriction indicator activated.,Temperature and pressure checks,restricted hydraulic line,tested pilot pressure and inspected pilot circuit,Hydraulic oil,Test passed; monitor during next shift,2.31,2.12,8570.36,2024-05-24,Closed,"Technician checked Main Control Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00859,MR-00859,EQ-0174,TECH-0142,2023-04-27,Inspection,Evening,2427,Engine Cooling System: Cylinder seal wear; observed symptom: bucket cylinder leaking externally.,Visual inspection and pressure test,sticking spool valve,checked accumulator pre-charge and restored it to service specification,Cooler gasket set,Operational test passed,14.46,5.56,59142.61,2023-06-22,Closed,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00860,MR-00860,EQ-0001,TECH-0689,2025-02-25,Corrective,Day,9051,Hydraulic Cooler: Cylinder seal wear; observed symptom: visible oil leak near hydraulic line.,Filter inspection and fluid condition check,damaged hydraulic hose,tested pilot pressure and inspected pilot circuit,Pilot filter,Operational test passed,6.02,1.73,16503.17,2025-09-21,Closed,"Technician checked Hydraulic Cooler, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00861,MR-00861,EQ-0171,TECH-0067,2023-09-19,Corrective,Day,17991,Pilot Valve: Pump wear; observed symptom: hydraulic oil appears contaminated.,Leak inspection and functional test,restricted hydraulic line,checked pressure and flow at operating temperature,Accumulator charging kit,Functional test passed,3.25,6.14,24877.16,2023-12-26,Closed,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00862,MR-00862,EQ-0004,TECH-0348,2022-07-20,Corrective,Day,6315,Hydraulic Pump: Restricted flow; observed symptom: travel function loses power on incline.,Filter inspection and fluid condition check,internal cylinder leakage,replaced restricted hydraulic filter and checked contamination source,Return filter element,Operational test passed,14.98,6.6,48167.86,2022-10-14,Closed,"Technician checked Hydraulic Pump, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00863,MR-00863,EQ-0213,TECH-0908,2022-12-17,Preventive,Night,2859,Fuel System: Oil contamination; observed symptom: hydraulic flow is low at operating temperature.,Temperature and pressure checks,sticking spool valve,checked accumulator pre-charge and restored it to service specification,Pump seal kit,Test passed; monitor during next shift,7.1,5.83,60352.07,2023-02-24,Closed - Monitor,"Technician checked Fuel System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00864,MR-00864,EQ-0182,TECH-0060,2022-06-21,Corrective,Evening,4814,Bucket Cylinder: Restricted flow; observed symptom: hydraulic flow is low at operating temperature.,Temperature and pressure checks,blocked cooler core,inspected hydraulic circuit and isolated the affected component,Pilot filter,Leak test passed,12.17,12.41,6300.54,2022-09-05,Closed,"Technician checked Bucket Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00865,MR-00865,EQ-0134,TECH-0007,2025-08-28,Preventive,Day,2607,Travel Motor: Hose failure; observed symptom: bucket cylinder leaking externally.,Temperature and pressure checks,internal cylinder leakage,inspected suction line for air ingress and corrected the connection,Hydraulic filter,Functional test passed,14.83,0.25,40952.14,2026-02-16,Closed,"Technician checked Travel Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00866,MR-00866,EQ-0200,TECH-0088,2023-09-22,Corrective,Evening,8887,Swing Motor: Oil contamination; observed symptom: reduced digging force.,Filter inspection and fluid condition check,blocked cooler core,checked accumulator pre-charge and restored it to service specification,Pump seal kit,Operational test passed,12.4,5.45,21638.35,2024-01-20,Follow-up Required,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00867,MR-00867,EQ-0020,TECH-0660,2023-02-01,Preventive,Day,14230,Boom Cylinder: Valve sticking; observed symptom: swing movement is slow.,Leak inspection and functional test,low pilot supply pressure,"drained contaminated oil, flushed circuit and refilled with filtered oil",No replacement part,Test passed; monitor during next shift,2.88,3.89,10427.89,2023-08-03,Closed,"Technician checked Boom Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00868,MR-00868,EQ-0164,TECH-0089,2024-09-17,Corrective,Day,2744,Pilot Valve: Air ingress; observed symptom: filter restriction indicator activated.,Visual inspection and pressure test,loss of accumulator pre-charge,replaced damaged hose and pressure-tested the circuit,Hydraulic filter,Test passed; monitor during next shift,8.95,1.79,24291.71,2024-10-29,Closed,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00869,MR-00869,EQ-0231,TECH-0787,2023-11-11,Preventive,Night,2238,Arm Cylinder: Overheating; observed symptom: bucket cylinder leaking externally.,Temperature and pressure checks,low pilot supply pressure,replaced damaged hose and pressure-tested the circuit,Hydraulic hose,Operational test passed,14.74,4.37,42213.18,2024-01-26,Closed,"Technician checked Arm Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00870,MR-00870,EQ-0227,TECH-0511,2026-02-03,Inspection,Night,4243,Swing Motor: Air ingress; observed symptom: hydraulic oil temperature rises during continuous operation.,Pressure and flow measurement,restricted return filter,checked accumulator pre-charge and restored it to service specification,Hydraulic line fittings,Pressure test passed,6.95,9.49,60034.28,2026-04-27,Closed,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00871,MR-00871,EQ-0239,TECH-0455,2024-07-18,Inspection,Night,12331,Pilot Valve: Overheating; observed symptom: visible oil leak near hydraulic line.,Leak inspection and functional test,high oil temperature,inspected hydraulic circuit and isolated the affected component,Pilot filter,Test passed; monitor during next shift,11.83,1.93,22517.44,2024-12-05,Closed - Monitor,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00872,MR-00872,EQ-0116,TECH-0137,2022-07-26,Inspection,Night,8071,Pilot Valve: Filter blockage; observed symptom: bucket cylinder leaking externally.,Visual inspection and pressure test,loss of accumulator pre-charge,inspected hydraulic circuit and isolated the affected component,Pump seal kit,Test passed; monitor during next shift,12.76,0.78,30269.5,2023-02-08,Closed,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00873,MR-00873,EQ-0093,TECH-0776,2023-03-04,Preventive,Day,14802,Boom Cylinder: External leakage; observed symptom: visible oil leak near hydraulic line.,Visual inspection and pressure test,sticking spool valve,tested pilot pressure and inspected pilot circuit,Hydraulic line fittings,Functional test passed,2.67,1.78,13347.75,2023-04-06,Closed,"Technician checked Boom Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00874,MR-00874,EQ-0129,TECH-0691,2025-11-18,Inspection,Day,7845,Hydraulic Pump: Oil contamination; observed symptom: visible oil leak near hydraulic line.,Filter inspection and fluid condition check,loss of accumulator pre-charge,cleaned cooler and verified hydraulic oil temperature,No replacement part,Pressure test passed,10.36,4.41,10355.51,2026-05-15,Closed - Monitor,"Technician checked Hydraulic Pump, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00875,MR-00875,EQ-0095,TECH-1000,2024-02-01,Corrective,Night,11714,Boom Cylinder: Restricted flow; observed symptom: hydraulic oil temperature rises during continuous operation.,Pressure and flow measurement,degraded hydraulic fluid,inspected valve spool movement and cleaned the valve assembly,Accumulator charging kit,Operational test passed,3.95,7.87,61577.22,2024-07-10,Closed,"Technician checked Boom Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00876,MR-00876,EQ-0116,TECH-0529,2024-10-07,Corrective,Day,12078,Fuel System: Accumulator pressure loss; observed symptom: hydraulic response is jerky.,Filter inspection and fluid condition check,degraded hydraulic fluid,checked accumulator pre-charge and restored it to service specification,Cooler gasket set,Operational test passed,12.64,6.76,71504.81,2025-04-11,Closed - Monitor,"Technician checked Fuel System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00877,MR-00877,EQ-0094,TECH-0809,2022-06-27,Corrective,Day,10274,Fuel System: External leakage; observed symptom: hydraulic response is jerky.,Operational test under load,contaminated hydraulic oil,replaced damaged hose and pressure-tested the circuit,Pump seal kit,Operational test passed,3.11,2.71,6204.79,2022-12-29,Closed - Monitor,"Technician checked Fuel System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00878,MR-00878,EQ-0059,TECH-0602,2023-02-23,Corrective,Night,7054,Fuel System: Air ingress; observed symptom: visible oil leak near hydraulic line.,Visual inspection and pressure test,restricted return filter,inspected suction line for air ingress and corrected the connection,Hydraulic hose,Pressure test passed,1.59,3.65,6801.86,2023-05-26,Closed - Monitor,"Technician checked Fuel System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00879,MR-00879,EQ-0218,TECH-0020,2023-06-25,Corrective,Night,2688,Swing Motor: Filter blockage; observed symptom: hydraulic flow is low at operating temperature.,Leak inspection and functional test,high oil temperature,checked accumulator pre-charge and restored it to service specification,Hydraulic hose,Operational test passed,15.48,5.72,51006.67,2023-08-09,Closed,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00880,MR-00880,EQ-0163,TECH-0655,2024-02-20,Preventive,Night,8745,Fuel System: Internal leakage; observed symptom: swing movement is slow.,Pressure and flow measurement,damaged cylinder seal,inspected valve spool movement and cleaned the valve assembly,Hydraulic line fittings,Leak test passed,8.21,1.53,65968.68,2024-08-21,Closed,"Technician checked Fuel System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00881,MR-00881,EQ-0014,TECH-0823,2022-12-21,Condition-Based,Day,3840,Pilot Valve: Restricted flow; observed symptom: hydraulic flow is low at operating temperature.,Pressure and flow measurement,restricted hydraulic line,checked pressure and flow at operating temperature,Return filter element,Functional test passed,8.94,10.02,43653.58,2023-05-01,Closed,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00882,MR-00882,EQ-0220,TECH-0245,2022-01-24,Corrective,Night,11013,Hydraulic Line: Overheating; observed symptom: filter restriction indicator activated.,Filter inspection and fluid condition check,sticking spool valve,cleaned cooler and verified hydraulic oil temperature,Return filter element,Operational test passed,11.4,6.21,66245.77,2022-04-08,Closed,"Technician checked Hydraulic Line, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00883,MR-00883,EQ-0070,TECH-0779,2022-04-06,Inspection,Evening,2413,Hydraulic Hose: Low pilot pressure; observed symptom: travel function loses power on incline.,Operational test under load,internal cylinder leakage,replaced damaged seal kit and performed leak test,Cooler gasket set,Functional test passed,5.29,4.52,61556.36,2022-10-15,Closed,"Technician checked Hydraulic Hose, recorded the reported symptom, performed the required service action, and completed a post-service test."
