maintenance_id,service_id,equipment_id,equipment_type,equipment_model_class,site_id,maintenance_date,maintenance_type,priority,operating_hours,component,failure_mode,reported_symptom,probable_cause,work_performed,parts_materials,technician_id,labor_hours,downtime_hours,material_cost,labor_cost,total_cost,status
MR-00750,SR-00750,EQ-0184,Crawler Dozer,30T Class Excavator,SITE-03,2024-05-15,Preventive,Critical,17934,Hydraulic Filter,Cooler restriction,hydraulic flow is low at operating temperature,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0462,2.26,3.77,37670.63,5989.77,43660.4,Closed
MR-00751,SR-00751,EQ-0210,Motor Grader,45T Class Excavator,SITE-01,2024-05-15,Preventive,Critical,15577,Hydraulic Filter,Oil contamination,pump noise increases during operation,high oil temperature,inspected hydraulic circuit and isolated affected component,Hydraulic oil,TECH-0609,15.58,9.88,32492.02,8142.67,40634.69,Follow-up Required
MR-00752,SR-00752,EQ-0155,Hydraulic Excavator,25T Class Dozer,SITE-04,2024-05-15,Preventive,High,14886,Boom Cylinder,Accumulator pressure loss,travel function loses power on incline,blocked cooler core,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0214,7.13,2.08,28929.38,4226.37,33155.75,Follow-up Required
MR-00753,SR-00753,EQ-0170,Crawler Dozer,45T Class Excavator,SITE-01,2024-05-15,Inspection,Medium,16167,Accumulator,Cylinder seal wear,pump noise increases during operation,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0310,10.07,7.78,60014.32,3748.44,63762.76,Completed - Monitor
MR-00754,SR-00754,EQ-0172,Backhoe Loader,25T Class Dozer,SITE-06,2024-05-15,Inspection,Critical,3058,Travel Motor,Pilot pressure drop,hydraulic flow is low at operating temperature,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Hydraulic hose,TECH-0540,14.18,9.37,51473.49,12588.32,64061.81,Follow-up Required
MR-00755,SR-00755,EQ-0191,Crawler Dozer,20T Class Excavator,SITE-05,2024-05-15,Preventive,High,4144,Bucket Cylinder,Air ingress,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Hydraulic oil,TECH-0786,3.76,2.51,46806.83,4186.94,50993.77,Completed
MR-00756,SR-00756,EQ-0188,Crawler Dozer,35T Class Dozer,SITE-03,2024-05-15,Inspection,Low,14493,Accumulator,Valve spool binding,hydraulic oil temperature rises during continuous operation,blocked cooler core,replaced damaged hose and pressure-tested circuit,Hydraulic hose,TECH-0931,15.26,10.16,57419.82,2032.34,59452.16,Closed
MR-00757,SR-00757,EQ-0159,Backhoe Loader,45T Class Excavator,SITE-08,2024-05-15,Condition-Based,High,11969,Swing Motor,Oil contamination,pump noise increases during operation,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0331,4.66,9.45,42794.18,5823.66,48617.84,Completed
MR-00758,SR-00758,EQ-0181,Crawler Dozer,30T Class Excavator,SITE-02,2024-05-15,Preventive,High,15001,Hydraulic Line,Cooler restriction,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Hydraulic filter,TECH-0344,9.54,7.85,8293.22,9398.21,17691.43,Follow-up Required
MR-00759,SR-00759,EQ-0209,Backhoe Loader,25T Class Dozer,SITE-02,2024-05-15,Condition-Based,Low,8944,Hydraulic Filter,Line restriction,hydraulic flow is low at operating temperature,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0633,14.49,9.63,10279.15,10521.12,20800.27,Closed
MR-00760,SR-00760,EQ-0205,Hydraulic Excavator,45T Class Excavator,SITE-08,2024-05-15,Inspection,High,10322,Pilot System,Internal pump leakage,bucket cylinder leaking externally,high oil temperature,inspected hydraulic circuit and isolated affected component,Cooler gasket set,TECH-0668,5.76,11.65,59486.96,615.0,60101.96,Closed
MR-00761,SR-00761,EQ-0153,Crawler Dozer,45T Class Excavator,SITE-03,2024-05-15,Condition-Based,Critical,7514,Main Control Valve,Oil contamination,arm movement slow after hydraulic oil warms,blocked cooler core,replaced damaged hose and pressure-tested circuit,Hydraulic hose,TECH-0327,15.46,5.63,62794.03,4903.66,67697.69,Completed
MR-00762,SR-00762,EQ-0221,Crawler Dozer,35T Class Dozer,SITE-06,2024-05-15,Corrective,Critical,1562,Hydraulic Pump,Air ingress,travel function loses power on incline,high oil temperature,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,TECH-0229,13.87,6.84,4401.43,9339.96,13741.39,Completed
MR-00763,SR-00763,EQ-0193,Motor Grader,45T Class Excavator,SITE-07,2024-05-15,Preventive,Low,11674,Accumulator,Filter blockage,hydraulic flow is low at operating temperature,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Hydraulic filter,TECH-0766,13.16,6.19,42668.68,5925.44,48594.12,Completed
MR-00764,SR-00764,EQ-0199,Hydraulic Excavator,20T Class Excavator,SITE-07,2024-05-15,Corrective,Critical,5847,Hydraulic Pump,Filter blockage,hydraulic flow is low at operating temperature,blocked cooler core,replaced damaged hose and pressure-tested circuit,Pump seal kit,TECH-0180,4.22,7.93,16427.71,2408.61,18836.32,Follow-up Required
MR-00765,SR-00765,EQ-0189,Crawler Dozer,45T Class Excavator,SITE-02,2024-05-15,Preventive,Medium,12516,Hydraulic Filter,Line restriction,hydraulic flow is low at operating temperature,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0356,1.64,10.9,40172.41,5811.83,45984.24,Completed
MR-00766,SR-00766,EQ-0194,Backhoe Loader,45T Class Excavator,SITE-02,2024-05-15,Corrective,Low,10140,Arm Cylinder,Valve spool binding,bucket cylinder leaking externally,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0514,13.55,10.66,32323.76,2207.29,34531.05,Completed - Monitor
MR-00767,SR-00767,EQ-0171,Motor Grader,20T Class Excavator,SITE-08,2024-05-15,Condition-Based,Critical,2653,Hydraulic Line,Accumulator pressure loss,bucket cylinder leaking externally,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,TECH-0756,12.84,0.44,26773.25,5681.95,32455.2,Completed - Monitor
MR-00768,SR-00768,EQ-0166,Wheel Loader,30T Class Excavator,SITE-02,2024-05-15,Condition-Based,Medium,7197,Hydraulic Line,Internal pump leakage,bucket cylinder leaking externally,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Hydraulic filter,TECH-0493,9.87,10.71,19603.99,9787.07,29391.06,Follow-up Required
MR-00769,SR-00769,EQ-0163,Crawler Dozer,35T Class Dozer,SITE-03,2024-05-15,Inspection,High,2490,Hydraulic Line,Line restriction,pump noise increases during operation,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Hydraulic hose,TECH-0586,4.66,11.15,19766.64,6595.71,26362.35,Completed - Monitor
MR-00770,SR-00770,EQ-0140,Crawler Dozer,25T Class Dozer,SITE-06,2024-05-15,Inspection,Medium,10506,Hydraulic Filter,Pilot pressure drop,bucket cylinder leaking externally,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0427,13.66,11.57,4215.86,9895.28,14111.14,Closed
MR-00771,SR-00771,EQ-0109,Crawler Dozer,45T Class Excavator,SITE-06,2024-05-15,Corrective,Critical,12798,Boom Cylinder,Accumulator pressure loss,hydraulic flow is low at operating temperature,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0260,13.0,9.95,5176.36,10255.03,15431.39,Closed
MR-00772,SR-00772,EQ-0150,Hydraulic Excavator,20T Class Excavator,SITE-08,2024-05-15,Inspection,Low,10842,Oil Cooler,Accumulator pressure loss,hydraulic oil temperature rises during continuous operation,blocked cooler core,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0901,4.52,6.36,15009.01,14144.42,29153.43,Completed
MR-00773,SR-00773,EQ-0160,Hydraulic Excavator,30T Class Excavator,SITE-04,2024-05-15,Preventive,Medium,14195,Hydraulic Filter,Valve spool binding,bucket cylinder leaking externally,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0625,1.55,7.68,7361.02,1336.52,8697.54,Completed
MR-00774,SR-00774,EQ-0208,Hydraulic Excavator,45T Class Excavator,SITE-03,2024-05-15,Condition-Based,High,12457,Hydraulic Pump,Cooler restriction,arm movement slow after hydraulic oil warms,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Hydraulic filter,TECH-0357,9.68,1.0,41090.25,10304.41,51394.66,Closed
MR-00775,SR-00775,EQ-0229,Hydraulic Excavator,35T Class Dozer,SITE-08,2024-05-15,Inspection,Medium,3509,Hydraulic Filter,Cylinder seal wear,pump noise increases during operation,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,TECH-0586,12.85,4.98,10472.63,10070.32,20542.95,Completed
MR-00776,SR-00776,EQ-0148,Hydraulic Excavator,25T Class Dozer,SITE-02,2024-05-15,Corrective,Low,17375,Oil Cooler,Valve spool binding,travel function loses power on incline,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Hydraulic oil,TECH-0230,14.62,6.03,51971.33,5104.52,57075.85,Completed
MR-00777,SR-00777,EQ-0163,Motor Grader,20T Class Excavator,SITE-06,2024-05-15,Inspection,High,7967,Pilot System,Pilot pressure drop,bucket cylinder leaking externally,high oil temperature,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,TECH-0840,1.86,2.18,58914.5,7958.57,66873.07,Completed - Monitor
MR-00778,SR-00778,EQ-0114,Backhoe Loader,30T Class Excavator,SITE-06,2024-05-15,Condition-Based,Low,3046,Accumulator,Valve spool binding,travel function loses power on incline,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,TECH-0409,9.22,10.56,23116.59,4577.91,27694.5,Completed - Monitor
MR-00779,SR-00779,EQ-0152,Wheel Loader,20T Class Excavator,SITE-07,2024-05-15,Inspection,Critical,5453,Arm Cylinder,Valve spool binding,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0364,9.73,6.57,6525.11,11626.13,18151.24,Completed
MR-00780,SR-00780,EQ-0109,Crawler Dozer,45T Class Excavator,SITE-08,2024-05-15,Inspection,High,15506,Boom Cylinder,Oil contamination,arm movement slow after hydraulic oil warms,blocked cooler core,replaced damaged hose and pressure-tested circuit,Pump seal kit,TECH-0761,6.48,3.26,22777.67,3112.0,25889.67,Completed - Monitor
MR-00781,SR-00781,EQ-0136,Hydraulic Excavator,45T Class Excavator,SITE-01,2024-05-15,Preventive,High,13194,Boom Cylinder,Internal pump leakage,pump noise increases during operation,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Hydraulic hose,TECH-0613,14.16,4.87,2809.32,4599.84,7409.16,Closed
MR-00782,SR-00782,EQ-0217,Motor Grader,30T Class Excavator,SITE-02,2024-05-15,Inspection,High,16213,Swing Motor,Valve spool binding,hydraulic oil temperature rises during continuous operation,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Valve O-rings,TECH-0237,9.78,9.77,39263.98,5246.88,44510.86,Follow-up Required
MR-00783,SR-00783,EQ-0139,Backhoe Loader,35T Class Dozer,SITE-04,2024-05-15,Corrective,Low,2783,Hydraulic Oil,Filter blockage,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic filter,TECH-0467,1.04,2.72,31377.48,12064.17,43441.65,Completed - Monitor
MR-00784,SR-00784,EQ-0104,Crawler Dozer,20T Class Excavator,SITE-02,2024-05-15,Corrective,High,1758,Pilot System,Air ingress,arm movement slow after hydraulic oil warms,high oil temperature,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,TECH-0388,9.6,2.4,11716.74,11656.68,23373.42,Completed
MR-00785,SR-00785,EQ-0227,Hydraulic Excavator,30T Class Excavator,SITE-01,2024-05-15,Condition-Based,Low,3662,Main Control Valve,Cylinder seal wear,hydraulic flow is low at operating temperature,air entering suction line,inspected hydraulic circuit and isolated affected component,Cooler gasket set,TECH-0216,8.35,3.26,8950.4,8481.84,17432.24,Completed
MR-00786,SR-00786,EQ-0131,Wheel Loader,35T Class Dozer,SITE-05,2024-05-15,Condition-Based,Critical,1934,Travel Motor,Filter blockage,bucket cylinder leaking externally,air entering suction line,replaced damaged hose and pressure-tested circuit,Hydraulic hose,TECH-0413,7.4,1.09,55530.78,8796.37,64327.15,Completed - Monitor
MR-00787,SR-00787,EQ-0112,Backhoe Loader,45T Class Excavator,SITE-02,2024-05-15,Inspection,Medium,15320,Swing Motor,Line restriction,travel function loses power on incline,air entering suction line,inspected hydraulic circuit and isolated affected component,Return filter element,TECH-0285,6.35,0.66,17205.16,1192.32,18397.48,Completed
MR-00788,SR-00788,EQ-0206,Wheel Loader,30T Class Excavator,SITE-06,2024-05-15,Corrective,High,13758,Pilot System,Oil contamination,hydraulic flow is low at operating temperature,high oil temperature,replaced damaged hose and pressure-tested circuit,Cylinder seal kit,TECH-0602,13.39,1.81,51283.45,8089.34,59372.79,Follow-up Required
MR-00789,SR-00789,EQ-0147,Backhoe Loader,25T Class Dozer,SITE-02,2024-05-15,Condition-Based,Medium,5624,Arm Cylinder,Line restriction,hydraulic flow is low at operating temperature,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0615,12.59,5.09,39764.81,7815.47,47580.28,Follow-up Required
MR-00790,SR-00790,EQ-0123,Wheel Loader,30T Class Excavator,SITE-07,2024-05-15,Condition-Based,High,18298,Hydraulic Pump,Internal pump leakage,hydraulic flow is low at operating temperature,blocked cooler core,tested pilot pressure and inspected pilot circuit,Return filter element,TECH-0697,10.58,8.24,8620.01,6944.0,15564.01,Closed
MR-00791,SR-00791,EQ-0239,Wheel Loader,35T Class Dozer,SITE-02,2024-05-15,Condition-Based,High,17493,Oil Cooler,Pilot pressure drop,pump noise increases during operation,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Hydraulic hose,TECH-0510,11.67,2.18,56445.93,757.69,57203.62,Completed - Monitor
MR-00792,SR-00792,EQ-0181,Wheel Loader,25T Class Dozer,SITE-06,2024-05-15,Inspection,Medium,15565,Hydraulic Oil,Internal pump leakage,arm movement slow after hydraulic oil warms,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0398,7.62,9.51,39165.48,1474.73,40640.21,Completed - Monitor
MR-00793,SR-00793,EQ-0172,Motor Grader,20T Class Excavator,SITE-06,2024-05-15,Condition-Based,Medium,9532,Main Control Valve,Air ingress,hydraulic oil temperature rises during continuous operation,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Pump seal kit,TECH-0455,3.82,6.48,38341.26,12744.72,51085.98,Follow-up Required
MR-00794,SR-00794,EQ-0200,Motor Grader,30T Class Excavator,SITE-07,2024-05-15,Inspection,High,7499,Boom Cylinder,Filter blockage,pump noise increases during operation,contaminated hydraulic oil,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0946,15.41,7.71,27375.29,11854.47,39229.76,Closed
MR-00795,SR-00795,EQ-0127,Motor Grader,25T Class Dozer,SITE-04,2024-05-15,Inspection,High,11379,Oil Cooler,Oil contamination,travel function loses power on incline,contaminated hydraulic oil,inspected hydraulic circuit and isolated affected component,Cooler gasket set,TECH-0686,5.56,2.84,64584.29,5236.09,69820.38,Follow-up Required
MR-00796,SR-00796,EQ-0156,Wheel Loader,35T Class Dozer,SITE-05,2024-05-15,Corrective,Medium,15275,Boom Cylinder,Oil contamination,travel function loses power on incline,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,TECH-0980,6.44,2.62,10259.21,5241.73,15500.94,Closed
MR-00797,SR-00797,EQ-0161,Crawler Dozer,25T Class Dozer,SITE-08,2024-05-15,Inspection,Low,10164,Boom Cylinder,Pilot pressure drop,hydraulic flow is low at operating temperature,contaminated hydraulic oil,inspected hydraulic circuit and isolated affected component,Return filter element,TECH-0815,3.73,8.39,25891.3,9674.82,35566.12,Closed
MR-00798,SR-00798,EQ-0176,Crawler Dozer,25T Class Dozer,SITE-02,2024-05-15,Condition-Based,High,17537,Travel Motor,Cylinder seal wear,bucket cylinder leaking externally,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,TECH-0477,7.91,1.22,35308.93,13689.28,48998.21,Follow-up Required
MR-00799,SR-00799,EQ-0185,Motor Grader,30T Class Excavator,SITE-01,2024-05-15,Preventive,Low,4162,Hydraulic Oil,Line restriction,bucket cylinder leaking externally,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Hydraulic hose,TECH-0536,1.81,3.57,37005.63,7218.25,44223.88,Completed - Monitor
MR-00800,SR-00800,EQ-0212,Hydraulic Excavator,30T Class Excavator,SITE-02,2024-05-15,Preventive,Low,7140,Arm Cylinder,Valve spool binding,travel function loses power on incline,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Hydraulic hose,TECH-0452,1.68,9.68,4212.35,7844.18,12056.53,Completed
MR-00801,SR-00801,EQ-0188,Hydraulic Excavator,25T Class Dozer,SITE-02,2024-05-15,Condition-Based,High,2107,Hydraulic Filter,Pilot pressure drop,bucket cylinder leaking externally,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0115,6.91,11.12,5888.78,13676.96,19565.74,Follow-up Required
MR-00802,SR-00802,EQ-0194,Motor Grader,25T Class Dozer,SITE-02,2024-05-15,Inspection,Low,11380,Travel Motor,Air ingress,hydraulic oil temperature rises during continuous operation,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0266,3.85,5.25,14981.21,5381.26,20362.47,Closed
MR-00803,SR-00803,EQ-0189,Backhoe Loader,20T Class Excavator,SITE-06,2024-05-15,Inspection,Critical,7681,Accumulator,Filter blockage,travel function loses power on incline,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Pump seal kit,TECH-0970,8.63,8.16,27584.18,2913.91,30498.09,Follow-up Required
MR-00804,SR-00804,EQ-0134,Motor Grader,20T Class Excavator,SITE-05,2024-05-15,Preventive,Medium,1734,Accumulator,Pilot pressure drop,pump noise increases during operation,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0609,5.05,3.49,54481.12,14136.99,68618.11,Completed - Monitor
MR-00805,SR-00805,EQ-0226,Motor Grader,25T Class Dozer,SITE-08,2024-05-15,Condition-Based,Low,10280,Hydraulic Oil,Cooler restriction,arm movement slow after hydraulic oil warms,blocked cooler core,inspected hydraulic circuit and isolated affected component,Pump seal kit,TECH-0771,6.53,4.45,27859.73,9043.32,36903.05,Follow-up Required
MR-00806,SR-00806,EQ-0156,Crawler Dozer,20T Class Excavator,SITE-06,2024-05-15,Inspection,High,2090,Hydraulic Line,Pilot pressure drop,hydraulic oil temperature rises during continuous operation,air entering suction line,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0835,3.29,10.35,18544.8,8636.87,27181.67,Completed
MR-00807,SR-00807,EQ-0151,Crawler Dozer,25T Class Dozer,SITE-08,2024-05-15,Corrective,High,2350,Hydraulic Oil,Valve spool binding,travel function loses power on incline,blocked cooler core,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0582,1.5,7.55,54976.97,12223.34,67200.31,Completed
MR-00808,SR-00808,EQ-0108,Motor Grader,30T Class Excavator,SITE-07,2024-05-15,Condition-Based,Low,7295,Oil Cooler,Internal pump leakage,bucket cylinder leaking externally,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0592,6.89,11.32,35031.89,1977.28,37009.17,Completed
MR-00809,SR-00809,EQ-0240,Wheel Loader,20T Class Excavator,SITE-03,2024-05-15,Preventive,Medium,3956,Travel Motor,Oil contamination,hydraulic flow is low at operating temperature,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0279,4.17,9.43,59642.88,7778.38,67421.26,Follow-up Required
MR-00810,SR-00810,EQ-0104,Backhoe Loader,30T Class Excavator,SITE-06,2024-05-15,Condition-Based,High,10115,Hydraulic Pump,Valve spool binding,pump noise increases during operation,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Cooler gasket set,TECH-0430,14.07,3.58,32492.78,9933.62,42426.4,Follow-up Required
MR-00811,SR-00811,EQ-0187,Motor Grader,20T Class Excavator,SITE-02,2024-05-15,Inspection,Medium,16573,Arm Cylinder,Line restriction,arm movement slow after hydraulic oil warms,air entering suction line,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0328,5.87,9.26,46146.71,6959.62,53106.33,Completed - Monitor
MR-00812,SR-00812,EQ-0137,Motor Grader,35T Class Dozer,SITE-03,2024-05-15,Corrective,Medium,7432,Accumulator,Filter blockage,hydraulic flow is low at operating temperature,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Valve O-rings,TECH-0454,6.24,6.23,6305.03,7737.8,14042.83,Completed - Monitor
MR-00813,SR-00813,EQ-0225,Motor Grader,25T Class Dozer,SITE-03,2024-05-15,Preventive,Critical,8443,Hydraulic Oil,Oil contamination,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Pump seal kit,TECH-0736,11.32,8.84,48107.33,1314.73,49422.06,Follow-up Required
MR-00814,SR-00814,EQ-0112,Hydraulic Excavator,20T Class Excavator,SITE-01,2024-05-15,Preventive,Medium,6027,Accumulator,Cylinder seal wear,pump noise increases during operation,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0805,11.36,1.01,35379.39,14452.55,49831.94,Follow-up Required
MR-00815,SR-00815,EQ-0156,Backhoe Loader,35T Class Dozer,SITE-05,2024-05-15,Condition-Based,Critical,3627,Arm Cylinder,Cooler restriction,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0960,12.8,5.77,42488.75,10102.62,52591.37,Completed - Monitor
MR-00816,SR-00816,EQ-0111,Wheel Loader,35T Class Dozer,SITE-08,2024-05-15,Condition-Based,Medium,7153,Hydraulic Line,Valve spool binding,arm movement slow after hydraulic oil warms,high oil temperature,tested pilot pressure and inspected pilot circuit,Hydraulic filter,TECH-0301,4.96,4.34,39191.76,10541.01,49732.77,Follow-up Required
MR-00817,SR-00817,EQ-0153,Backhoe Loader,25T Class Dozer,SITE-03,2024-05-15,Condition-Based,High,14309,Hydraulic Pump,Accumulator pressure loss,arm movement slow after hydraulic oil warms,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Hydraulic filter,TECH-0470,15.4,8.63,50644.81,1940.15,52584.96,Completed - Monitor
MR-00818,SR-00818,EQ-0176,Hydraulic Excavator,25T Class Dozer,SITE-03,2024-05-15,Condition-Based,High,13912,Hydraulic Filter,Cylinder seal wear,hydraulic flow is low at operating temperature,air entering suction line,inspected hydraulic circuit and isolated affected component,Return filter element,TECH-0810,2.52,8.69,36315.95,12889.05,49205.0,Completed - Monitor
MR-00819,SR-00819,EQ-0126,Motor Grader,25T Class Dozer,SITE-01,2024-05-15,Condition-Based,Low,13076,Boom Cylinder,Internal pump leakage,arm movement slow after hydraulic oil warms,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,TECH-0387,6.87,9.33,49366.37,7822.15,57188.52,Completed
MR-00820,SR-00820,EQ-0132,Backhoe Loader,35T Class Dozer,SITE-06,2024-05-15,Preventive,High,13653,Main Control Valve,Internal pump leakage,pump noise increases during operation,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Hydraulic filter,TECH-0632,15.56,8.95,57545.47,5136.2,62681.67,Closed
MR-00821,SR-00821,EQ-0137,Backhoe Loader,35T Class Dozer,SITE-07,2024-05-15,Inspection,High,2782,Hydraulic Pump,Air ingress,pump noise increases during operation,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0763,5.09,4.8,31098.41,1567.17,32665.58,Follow-up Required
MR-00822,SR-00822,EQ-0113,Motor Grader,45T Class Excavator,SITE-04,2024-05-15,Corrective,High,6814,Swing Motor,Pilot pressure drop,hydraulic oil temperature rises during continuous operation,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0364,8.03,0.85,52289.34,8999.38,61288.72,Completed
MR-00823,SR-00823,EQ-0186,Crawler Dozer,35T Class Dozer,SITE-02,2024-05-15,Preventive,Medium,13267,Hydraulic Line,Pilot pressure drop,bucket cylinder leaking externally,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0794,6.05,4.21,1733.86,13391.87,15125.73,Completed
MR-00824,SR-00824,EQ-0192,Motor Grader,20T Class Excavator,SITE-07,2024-05-15,Inspection,Critical,6855,Boom Cylinder,Cylinder seal wear,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0169,4.58,11.72,18314.26,14962.43,33276.69,Completed - Monitor
MR-00825,SR-00825,EQ-0235,Crawler Dozer,20T Class Excavator,SITE-01,2024-05-15,Inspection,High,17686,Travel Motor,Valve spool binding,hydraulic flow is low at operating temperature,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Hydraulic hose,TECH-0356,2.93,11.44,10784.35,2625.25,13409.6,Follow-up Required
MR-00826,SR-00826,EQ-0171,Hydraulic Excavator,30T Class Excavator,SITE-06,2024-05-15,Condition-Based,Critical,8954,Oil Cooler,Pilot pressure drop,arm movement slow after hydraulic oil warms,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0538,15.31,8.19,64824.23,11562.92,76387.15,Closed
MR-00827,SR-00827,EQ-0153,Crawler Dozer,35T Class Dozer,SITE-07,2024-05-15,Corrective,High,13502,Hydraulic Oil,Pilot pressure drop,pump noise increases during operation,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Return filter element,TECH-0239,15.47,10.39,1039.73,5733.38,6773.11,Closed
MR-00828,SR-00828,EQ-0165,Backhoe Loader,20T Class Excavator,SITE-07,2024-05-15,Corrective,Medium,13285,Pilot System,Valve spool binding,bucket cylinder leaking externally,air entering suction line,replaced damaged hose and pressure-tested circuit,Hydraulic oil,TECH-0303,6.93,5.67,36737.46,3971.01,40708.47,Completed
MR-00829,SR-00829,EQ-0239,Crawler Dozer,45T Class Excavator,SITE-06,2024-05-15,Condition-Based,Medium,9036,Hydraulic Oil,Filter blockage,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,TECH-0765,14.17,1.08,61827.06,1474.83,63301.89,Closed
MR-00830,SR-00830,EQ-0174,Crawler Dozer,20T Class Excavator,SITE-08,2024-05-15,Inspection,Medium,2510,Main Control Valve,Pilot pressure drop,travel function loses power on incline,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,TECH-0200,10.98,9.81,21635.39,5634.9,27270.29,Closed
MR-00831,SR-00831,EQ-0159,Crawler Dozer,20T Class Excavator,SITE-04,2024-05-15,Inspection,Critical,8667,Pilot System,Accumulator pressure loss,arm movement slow after hydraulic oil warms,air entering suction line,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0112,4.16,0.45,27262.99,10935.95,38198.94,Completed
